Order,Family,Genus,species,binom,Sexual.System,Karyotype,female2N,male2N,haploid.num,chromosome
Coleoptera,Dytiscidae,Colymbetes,labiatus,Colymbetes labiatus,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,lapponicus,Colymbetes lapponicus,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,melanarius,Colymbetes melanarius,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,nebulosus,Colymbetes nebulosus,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,nevadensis,Colymbetes nevadensis,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,ramblae,Colymbetes ramblae,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,serricornis,Colymbetes serricornis,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,striatus ,Colymbetes striatus ,gonochorous,XY,44,44,22,mono
Coleoptera,Dytiscidae,Colymbetes,sturmii,Colymbetes sturmii,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,thomsoni,Colymbetes thomsoni,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,unguicularis,Colymbetes unguicularis,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Colymbetes,wollastoni,Colymbetes wollastoni,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Cybister,ventralis,Cybister ventralis,gonochorous,XY,18,18,9,mono
Coleoptera,Dytiscidae,Cybister,lateromarginalis ,Cybister lateromarginalis ,gonochorous,,,22,11,mono
Coleoptera,Dytiscidae,Cybister,sugillatus,Cybister sugillatus,gonochorous,XO,38,37,19,mono
Coleoptera,Dytiscidae,Cybister,tripunctatus,Cybister tripunctatus,gonochorous,XO,38,37,19,mono
Coleoptera,Dytiscidae,Cybister,limbatus ,Cybister limbatus ,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Cybister,sugillatus ,Cybister sugillatus ,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Cybister,tripunctatus ,Cybister tripunctatus ,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Deronectes,costipennis costipennis,Deronectes costipennis costipennis,gonochorous,XY,28,28,14,mono
Coleoptera,Dytiscidae,Deronectes,costipennis gignouxi,Deronectes costipennis gignouxi,gonochorous,XY,28,28,14,mono
Coleoptera,Dytiscidae,Deronectes,platynotus,Deronectes platynotus,gonochorous,XY,28,28,14,mono
Coleoptera,Dytiscidae,Deronectes,angusi,Deronectes angusi,gonochorous,XY,50,50,25,mono
Coleoptera,Dytiscidae,Deronectes,latus,Deronectes latus,gonochorous,XY,50,50,25,mono
Coleoptera,Dytiscidae,Deronectes,ferrugineus,Deronectes ferrugineus,gonochorous,XY,62,62,31,mono
Coleoptera,Dytiscidae,Deronectes,wewalai,Deronectes wewalai,gonochorous,XY,62,62,31,mono
Coleoptera,Dytiscidae,Dytiscus,sp. ,Dytiscus sp. ,gonochorous,,,34,17,mono
Coleoptera,Dytiscidae,Dytiscus,circumcinctus ,Dytiscus circumcinctus ,gonochorous,XY,38,38,19,mono
Coleoptera,Dytiscidae,Dytiscus,marginalis ,Dytiscus marginalis ,gonochorous,XY,38,38,19,mono
Coleoptera,Dytiscidae,Dytiscus,marginalis ,Dytiscus marginalis ,gonochorous,,40,,20,mono
Coleoptera,Dytiscidae,Dytiscus,sp. ,Dytiscus sp. ,gonochorous,,,40,20,mono
Coleoptera,Dytiscidae,Eretes,sp. ,Eretes sp. ,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Eretes,strictus ,Eretes strictus ,gonochorous,XO,44,43,22,mono
Coleoptera,Dytiscidae,Hydaticus,decorus ,Hydaticus decorus ,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Hydaticus,fabricii ,Hydaticus fabricii ,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Hydaticus,luczonicus ,Hydaticus luczonicus ,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Hydaticus,vittatus ,Hydaticus vittatus ,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Hydaticus,leander ,Hydaticus leander ,gonochorous,XO,46,45,23,mono
Coleoptera,Dytiscidae,Hydaticus,vittatus ,Hydaticus vittatus ,gonochorous,XO,46,45,23,mono
Coleoptera,Dytiscidae,Hydroporus,humilis ,Hydroporus humilis ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Hydrovatus,cuspidatus ,Hydrovatus cuspidatus ,gonochorous,XO,34,33,17,mono
Coleoptera,Dytiscidae,Ilybius,montanus ,Ilybius montanus ,gonochorous,XO,34,33,17,mono
Coleoptera,Dytiscidae,Ilybius,aenescens ,Ilybius aenescens ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,albarracinensis ,Ilybius albarracinensis ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,ater ,Ilybius ater ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,chalconatus ,Ilybius chalconatus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,erichsoni ,Ilybius erichsoni ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,fenestratus ,Ilybius fenestratus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,fuliginosus ,Ilybius fuliginosus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,guttiger ,Ilybius guttiger ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,neglectus ,Ilybius neglectus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,quadriguttatus ,Ilybius quadriguttatus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,subaeneus ,Ilybius subaeneus ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,vittiger ,Ilybius vittiger ,gonochorous,XO,36,35,18,mono
Coleoptera,Dytiscidae,Ilybius,wasastjernae ,Ilybius wasastjernae ,gonochorous,XO,38,37,19,mono
Coleoptera,Dytiscidae,Nebrioporus,amicorum,Nebrioporus amicorum,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,assimilis,Nebrioporus assimilis,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,baeticus,Nebrioporus baeticus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,bucheti,Nebrioporus bucheti,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,canaliculatus,Nebrioporus canaliculatus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,canariensis,Nebrioporus canariensis,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,carinatus,Nebrioporus carinatus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,ceresyi,Nebrioporus ceresyi,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,croceus,Nebrioporus croceus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,crotchi,Nebrioporus crotchi,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,depressus,Nebrioporus depressus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,depressus elegans int.,Nebrioporus depressus elegans int.,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,elegans,Nebrioporus elegans,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,fabressei,Nebrioporus fabressei,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,insignis ,Nebrioporus insignis ,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,lanceolatus,Nebrioporus lanceolatus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,lanceolatus ,Nebrioporus lanceolatus ,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,martinii,Nebrioporus martinii,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,sardus,Nebrioporus sardus,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Nebrioporus,walkeri ,Nebrioporus walkeri ,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Platambus,maculatus ,Platambus maculatus ,gonochorous,XO,20,19,10,mono
Coleoptera,Dytiscidae,Rhantus,exsoletus,Rhantus exsoletus,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Rhantus,exsoletus ,Rhantus exsoletus ,gonochorous,XY,42,42,21,mono
Coleoptera,Dytiscidae,Rhantus,suturellus,Rhantus suturellus,gonochorous,XO,42,41,21,mono
Coleoptera,Dytiscidae,Rhantus,notatus ,Rhantus notatus ,gonochorous,XY,44,44,22,mono
Coleoptera,Dytiscidae,Rhantus,frontalis,Rhantus frontalis,gonochorous,XO,46,45,23,mono
Coleoptera,Dytiscidae,Rhantus,grapii,Rhantus grapii,gonochorous,XO,46,45,23,mono
Coleoptera,Dytiscidae,Rhantus,suturalis,Rhantus suturalis,gonochorous,XO,46,45,23,mono
Coleoptera,Dytiscidae,Scarodytes,fuscitarsis,Scarodytes fuscitarsis,gonochorous,XO,56,55,28,mono
Coleoptera,Dytiscidae,Scarodytes,halensis,Scarodytes halensis,gonochorous,XO,56,55,28,mono
Coleoptera,Dytiscidae,Scarodytes,malickyi,Scarodytes malickyi,gonochorous,XO,56,55,28,mono
Coleoptera,Dytiscidae,Scarodytes,nigriventris,Scarodytes nigriventris,gonochorous,XO,56,55,28,mono
Coleoptera,Dytiscidae,Stictotarsus,bertandi,Stictotarsus bertandi,gonochorous,XY,56,56,28,mono
Coleoptera,Dytiscidae,Stictotarsus,duodecimpustulatus,Stictotarsus duodecimpustulatus,gonochorous,XY,56,56,28,mono
Coleoptera,Dytiscidae,Stictotarsus,procerus,Stictotarsus procerus,gonochorous,XY,56,56,28,mono
Coleoptera,Dytiscidae,Stictotarsus,enexpectatus ,Stictotarsus enexpectatus ,gonochorous,XO,60,59,30,mono
Coleoptera,Dytiscidae,Stictotarsus,griseostriatus strandi,Stictotarsus griseostriatus strandi,gonochorous,XO,62,61,31,mono
Coleoptera,Dytiscidae,Trichonectes,otini,Trichonectes otini,gonochorous,XO,50,49,25,mono
Coleoptera,Dytiscidae,Unidentified,dytiscid ,Unidentified dytiscid ,gonochorous,XO,38,37,19,mono
Coleoptera,Elateridae,Adelocera,colonicus,Adelocera colonicus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Adelocera,modesta,Adelocera modesta,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Adelocera,rectangularis,Adelocera rectangularis,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Adelocera,sp.,Adelocera sp.,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Adelocera,murina,Adelocera murina,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Adelocera,murina,Adelocera murina,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Agriotella,bigeminata,Agriotella bigeminata,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Agriotes,lineatus,Agriotes lineatus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Agriotes,mancus,Agriotes mancus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Agriotes,obscurus,Agriotes obscurus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Agriotes,sputator,Agriotes sputator,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Agrypnus,sp.,Agrypnus sp.,gonochorous,XO,12,11,6,mono
Coleoptera,Elateridae,Agrypnus,fuscipes,Agrypnus fuscipes,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Ampedus,apicatus,Ampedus apicatus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,deletus,Ampedus deletus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,fusculus,Ampedus fusculus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,luctuosus,Ampedus luctuosus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,melsheimeri,Ampedus melsheimeri,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,pullus,Ampedus pullus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,"sp., nr. deletus","Ampedus sp., nr. deletus",gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,"sp., nr. miniipennis   ","Ampedus sp., nr. miniipennis   ",gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ampedus,"sp., nr. Deletus","Ampedus sp., nr. Deletus",gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Athous,rufiventris,Athous rufiventris,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Cardiophorus,convexus,Cardiophorus convexus,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Cardiophorus,cardisce,Cardiophorus cardisce,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Cardiophorus,convexulus,Cardiophorus convexulus,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Cardiophorus,fenestratus,Cardiophorus fenestratus,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Cardiophorus,gagates,Cardiophorus gagates,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Cardiophorus,haridwarensis,Cardiophorus haridwarensis,gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Cardiophorus,limbatus,Cardiophorus limbatus,gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Cardiophorus,togatus,Cardiophorus togatus,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Cardiorhinus,rufilateris,Cardiorhinus rufilateris,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Chalcolepidius,zonatus,Chalcolepidius zonatus,gonochorous,XY,4,4,2,mono
Coleoptera,Elateridae,Chalcolepidius,silbermanni,Chalcolepidius silbermanni,gonochorous,XY,12,12,6,mono
Coleoptera,Elateridae,Colaulon,lezeleuci,Colaulon lezeleuci,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,stigmosus,Conoderus stigmosus,gonochorous,XY,14,14,7,mono
Coleoptera,Elateridae,Conoderus,stigmosus,Conoderus stigmosus,gonochorous,XY,16,16,8,mono
Coleoptera,Elateridae,Conoderus,dimidiatus,Conoderus dimidiatus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,fuscofasciatus,Conoderus fuscofasciatus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,malleatus,Conoderus malleatus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,pilatei,Conoderus pilatei,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,rodriguezi,Conoderus rodriguezi,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,rufidens,Conoderus rufidens,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,scalaris,Conoderus scalaris,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,sp.,Conoderus sp.,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Conoderus,ternarius,Conoderus ternarius,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Ctenicera,arata,Ctenicera arata,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Ctenicera,nitidula,Ctenicera nitidula,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Ctenicera,rufopleuralis,Ctenicera rufopleuralis,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Ctenicera,aenea,Ctenicera aenea,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,aeripennis aeripennis    ,Ctenicera aeripennis aeripennis    ,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,aeripennis destructor    ,Ctenicera aeripennis destructor    ,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,appropinquans,Ctenicera appropinquans,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,inflata,Ctenicera inflata,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Ctenicera,semimetallica,Ctenicera semimetallica,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,splendens,Ctenicera splendens,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Ctenicera,tarsalis,Ctenicera tarsalis,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Ctenicera,appressa,Ctenicera appressa,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Ctenicera,bombycina,Ctenicera bombycina,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Ctenicera,hieroglyphica,Ctenicera hieroglyphica,gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Ctenicera,mediana,Ctenicera mediana,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Ctenicera,ochreipennis,Ctenicera ochreipennis,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Ctenicera,propola columbiana    ,Ctenicera propola columbiana    ,gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Ctenicera,propola propola    ,Ctenicera propola propola    ,gonochorous,XO,22,21,11,mono
Coleoptera,Elateridae,Ctenicera,tessellata,Ctenicera tessellata,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Dicrepidius,politus,Dicrepidius politus,gonochorous,XO,24,23,12,mono
Coleoptera,Elateridae,Dicrepidius,ramicornis,Dicrepidius ramicornis,gonochorous,XO,24,23,12,mono
Coleoptera,Elateridae,Eanus,estriatus,Eanus estriatus,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Eanus,maculipennis,Eanus maculipennis,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Elater,sp.1,Elater sp.1,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Elater,sp.2,Elater sp.2,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Hemirrhipus,lineatus,Hemirrhipus lineatus,gonochorous,XY,10,10,5,mono
Coleoptera,Elateridae,Heterocrepidius,mendex,Heterocrepidius mendex,gonochorous,,,22,11,mono
Coleoptera,Elateridae,Heteroderes,lenis,Heteroderes lenis,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Heteroderes,macroderes,Heteroderes macroderes,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Heteroderes,modestus,Heteroderes modestus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Heteroderes,sericeus,Heteroderes sericeus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Heteroderes,macroderes,Heteroderes macroderes,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Lacon,profusa,Lacon profusa,gonochorous,XY,14,14,7,mono
Coleoptera,Elateridae,Limonius,griseus,Limonius griseus,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Limonius,aeger,Limonius aeger,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Melanotus,kamaunensis,Melanotus kamaunensis,gonochorous,XY,12,12,6,mono
Coleoptera,Elateridae,Melanotus,fissilis,Melanotus fissilis,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,leonardi,Melanotus leonardi,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,longicornis,Melanotus longicornis,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,oregonensis,Melanotus oregonensis,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,sp.,Melanotus sp.,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,"sp., nr. Communis   ","Melanotus sp., nr. Communis   ",gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,tenebrosus,Melanotus tenebrosus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Melanotus,trapezoideus,Melanotus trapezoideus,gonochorous,XO,20,19,10,mono
Coleoptera,Elateridae,Monocrepidius,sp.,Monocrepidius sp.,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Monocrepidus,sp.,Monocrepidus sp.,gonochorous,XO,18,17,9,mono
Coleoptera,Elateridae,Pomachilius,sp.2,Pomachilius sp.2,gonochorous,XY,20,20,10,mono
Coleoptera,Elateridae,Prosternon,tesselatum,Prosternon tesselatum,gonochorous,XY,22,22,11,mono
Coleoptera,Elateridae,Pyrearinus,candelarius,Pyrearinus candelarius,gonochorous,XO,16,15,8,mono
Coleoptera,Elateridae,Pyrophorus,radians,Pyrophorus radians,gonochorous,XO,12,11,6,mono
Coleoptera,Elateridae,Pyrophorus,divergens,Pyrophorus divergens,gonochorous,XO,16,15,8,mono
Coleoptera,Elateridae,Pyrophorus,phosporescens,Pyrophorus phosporescens,gonochorous,XO,16,15,8,mono
Coleoptera,Elateridae,Pyrophorus,punctatissimus,Pyrophorus punctatissimus,gonochorous,XO,16,15,8,mono
Coleoptera,Erotylidae,Triplax,thoracica,Triplax thoracica,gonochorous,XY,18,18,9,mono
Coleoptera,Geotrupidae,Anoplotrupes,stercorosus,Anoplotrupes stercorosus,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Anoplotrupes,balyi,Anoplotrupes balyi,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Anoplotrupes,stercorosus,Anoplotrupes stercorosus,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Bolboceras,quadridens,Bolboceras quadridens,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Bolboceras,sp.,Bolboceras sp.,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Bolboceratops,indicum,Bolboceratops indicum,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Ceratophyus,hoffmannseggi,Ceratophyus hoffmannseggi,gonochorous,XY,16,16,8,mono
Coleoptera,Geotrupidae,Cnemotrupes,splendidus miarophagus,Cnemotrupes splendidus miarophagus,gonochorous,,,22,11,mono
Coleoptera,Geotrupidae,Geotrupes,mutator,Geotrupes mutator,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Geotrupes,spiniger,Geotrupes spiniger,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Geotrupes,stercorarius,Geotrupes stercorarius,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Geotrupes,hypocrita,Geotrupes hypocrita,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Geotrupes,spiniger,Geotrupes spiniger,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Geotrupes,mutator,Geotrupes mutator,gonochorous,,,22,11,mono
Coleoptera,Geotrupidae,Geotrupes,spiniger,Geotrupes spiniger,gonochorous,,,22,11,mono
Coleoptera,Geotrupidae,Geotrupes,stercocarius,Geotrupes stercocarius,gonochorous,,,22,11,mono
Coleoptera,Geotrupidae,Sericotrupes,niger,Sericotrupes niger,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Thorectes,punctatissimus,Thorectes punctatissimus,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Thorectes,geminatus,Thorectes geminatus,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Thorectes,intermedius,Thorectes intermedius,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Thorectes,lusitanicus,Thorectes lusitanicus,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Trypocopris,pyrenaeus,Trypocopris pyrenaeus,gonochorous,XY,20,20,10,mono
Coleoptera,Geotrupidae,Trypocopris,vernalis,Trypocopris vernalis,gonochorous,XY,22,22,11,mono
Coleoptera,Geotrupidae,Typhaeus,typhoeus,Typhaeus typhoeus,gonochorous,XY,20,20,10,mono
Coleoptera,Glaphyridae,Lichnanthe,rathvoni,Lichnanthe rathvoni,gonochorous,XY,20,20,10,mono
Coleoptera,Glaresidae,Glaresis,sp.,Glaresis sp.,gonochorous,XY,20,20,10,mono
Coleoptera,Gyrinidae,Dineutes,horni ,Dineutes horni ,gonochorous,,,40,20,mono
Coleoptera,Gyrinidae,Dineutes,americanus ,Dineutes americanus ,gonochorous,,,44,22,mono
Coleoptera,Gyrinidae,Gyrinus,distinctus,Gyrinus distinctus,gonochorous,XO,28,27,14,mono
Coleoptera,Gyrinidae,Gyrinus,marinus,Gyrinus marinus,gonochorous,XO,28,27,14,mono
Coleoptera,Gyrinidae,Gyrinus,minutus,Gyrinus minutus,gonochorous,XO,28,27,14,mono
Coleoptera,Gyrinidae,Gyrinus,opacus,Gyrinus opacus,gonochorous,XO,28,27,14,mono
Coleoptera,Gyrinidae,Gyrinus,paykulli,Gyrinus paykulli,gonochorous,XO,28,27,14,mono
