Order,species,SCS,haploid-homo
Coleoptera,Agrilus obscuricollis ,Xyp,10
Coleoptera,Agrilus politus pseudocoryli ,XY,10
Coleoptera,Agrilus sp. ,NeoXY,10
Coleoptera,Agriotella bigemita     ,XO,10
Coleoptera,Agriotes lineatus     ,XO,10
Coleoptera,Agriotes mancus     ,XO,10
Coleoptera,Agriotes obscurus     ,XO,10
Coleoptera,Agriotes sputator     ,Xyp,10
Coleoptera,Agroiconota inedita,Xyp,20
Coleoptera,Agroiconota inedita,Xyp,21
Coleoptera,Agroiconota propinqua ,Xyp,19
Coleoptera,Agrypnus fuscipes     ,XO,9
Coleoptera,Agrypnus sp.     ,XO,6
Coleoptera,Ahasverus adve     ,Xyp,9
Coleoptera,Aiolocaria mirablis     ,XO,9
Coleoptera,Akis acumita     ,NeoXY,8
Coleoptera,Akis bacarozzo     ,NeoXY,8
Coleoptera,Akis bremeri     ,NeoXY,8
Coleoptera,Akis discoidea     ,NeoXY,8
Coleoptera,Alagoasa acutangula ,Xy,11
Coleoptera,Alagoasa apicata ,Xy,11
Coleoptera,Alagoasa arcifera ,Xy,8
Coleoptera,Alagoasa bicolor ,,11
Coleoptera,Alagoasa bipunctata ,Xy,11
Coleoptera,Alagoasa burmeisteri ,Xy,11
Coleoptera,Alagoasa burmeisteri gounellei ,Xy,11
Coleoptera,Alagoasa burmeisteri maculatissima ,Xy,11
Coleoptera,Alagoasa ceracollis ,Xy,11
Coleoptera,Alagoasa cruxnigra ,,11
Coleoptera,Alagoasa decemguttata ,Xy,11
Coleoptera,Alagoasa dipus ,Xy,11
Coleoptera,Alagoasa dissepta cyaneofasciata ,Xy,11
Coleoptera,Alagoasa equestris ,Xy,6
Coleoptera,Alagoasa extrema ,Xy,11
Coleoptera,Alagoasa fasciaticollis ,Xy,11
Coleoptera,Alagoasa fasciaticollis ,Xy,11
Coleoptera,Alagoasa illustris ,Xy,11
Coleoptera,Alagoasa januaria ,Xy,11
Coleoptera,Alagoasa jufi ,Xy,11
Coleoptera,Alagoasa libenti ,Xy,11
Coleoptera,Alagoasa libenti tetraspilota ,Xy,11
Coleoptera,Alagoasa mella commutata ,Xy,11
Coleoptera,Alagoasa posticalis ,Xy,11
Coleoptera,Alagoasa rotundicollis ,Xy,11
Coleoptera,Alagoasa sp. 1 ,Xy,11
Coleoptera,Alagoasa sp. 2 ,Xy,11
Coleoptera,Alagoasa trifasciata ,Xy,11
Coleoptera,Alagoasa trifasciata vulgatissima ,Xy,11
Coleoptera,Alcides collaris,XY,14
Coleoptera,Alcides sp. 1    ,Xyp,17
Coleoptera,Alcides sp. 1    ,XY,20
Coleoptera,Alcidodes affaber     ,Xyp,16
Coleoptera,Alcidodes sp. 1    ,Xyp,16
Coleoptera,Aleochara sp.     ,NeoXY,9
Coleoptera,Allomyrina dichotoma     ,Xyp,10
Coleoptera,Alobates pennsylvanica     ,Xyp,10
Coleoptera,Alphasida depressa     ,Xyp,10
Coleoptera,Alphasida ibicensis     ,,10
Coleoptera,Alphasida sp.     ,Xyp,9
Coleoptera,Alphitobius diaperinus     ,XO,10
Coleoptera,Alphitobius pliceus     ,Xyp,10
Coleoptera,Alphitobius sp.     ,Xyp,10
Coleoptera,Altica aenea brasiliensis ,Xy,12
Coleoptera,Altica ambiens ,Xy,12
Coleoptera,Altica ambiens alni ,Xy,12
Coleoptera,Altica amethysti ,Xy,12
Coleoptera,Altica ampelophaga ,Xy,12
Coleoptera,Altica brevicollis ,Xy,12
Coleoptera,Altica carduorum ,Xy,12
Coleoptera,Altica carita ,Xy,12
Coleoptera,Altica chalybea ,Xy,11
Coleoptera,Altica coerulea ,Xyy,11
Coleoptera,Altica coerulea ,Xy,12
Coleoptera,Altica coerulescens ,Xy,12
Coleoptera,Altica corni ,Xy,12
Coleoptera,Altica lythri ,Xy,12
Coleoptera,Altica oleeracea ,Xy,12
Coleoptera,Altica populi ,Xy,12
Coleoptera,Altica rosae ,Xy,12
Coleoptera,Altica sp. 1 ,Xyp,11
Coleoptera,Altica sp. 2 ,Xy,12
Coleoptera,Altica sp. 3 ,Xy,12
Coleoptera,Altica sp. 3 ,XXyy,13
Coleoptera,Altica subplicata ,Xy,12
Coleoptera,Altica tamaricis ,Xy,12
Coleoptera,Altica tincta? ,Xy,12
Coleoptera,Altica ulmi ,Xy,12
Coleoptera,Amara aenea     ,XO,18
Coleoptera,Amara apricaria     ,XO,17
Coleoptera,Amara arcuata,,18
Coleoptera,Amara aulica     ,,16
Coleoptera,Amara batesi,XO,19
Coleoptera,Amara communis     ,XO,19
Coleoptera,Amara familiaris     ,NeoXY,17
Coleoptera,Amara familiaris     ,XO,17
Coleoptera,Amara fervida,XO,17
Coleoptera,Amara fulva,,17
Coleoptera,Amara giganteus     ,XO,21
Coleoptera,Amara impuncticollis     ,,17
Coleoptera,Amara ingenua,,18
Coleoptera,Amara laevipennis     ,NeoXY,16
Coleoptera,Amara metallescens,,10
Coleoptera,Amara moerens,XO,19
Coleoptera,Amara montivaga,,18
Coleoptera,Amara nila,XY,11
Coleoptera,Amara plebeja,XY,17
Coleoptera,Amara similata,,16
Coleoptera,Amaurodes passerini,XY,10
Coleoptera,Amaurodes passerini,Xyp,10
Coleoptera,Amblycheila baroni     ,XY,22
Coleoptera,Amblyrrhinus poricollis     ,Xyp,11
Coleoptera,Amblyrrhinus sp. 1    ,Xyp,11
Coleoptera,Amblyrrhinus subrecticollis     ,Xyp,11
Coleoptera,Amblystomus bivittatus     ,XY,12
Coleoptera,Amblytelus curtus     ,,15
Coleoptera,Ambrostoma superbum,Xyp,20
Coleoptera,Ammobius rufus     ,Xyp,10
Coleoptera,Ampedus apicatus     ,XO,10
Coleoptera,Ampedus deletus     ,XO,10
Coleoptera,Ampedus fusculus     ,XO,10
Coleoptera,Ampedus luctuosus     ,XO,10
Coleoptera,Ampedus melsheimeri     ,XO,10
Coleoptera,Ampedus pullus     ,XO,10
Coleoptera,"Ampedus sp., nr. deletus",XO,10
Coleoptera,"Ampedus sp., nr. Deletus",XO,11
Coleoptera,"Ampedus sp., nr. miniipennis   ",XO,10
Coleoptera,Amphasia sericea     ,XO,15
Coleoptera,Amphelsasma cavum ,XO,9
Coleoptera,Amphelsasma cavum n. sp. ,XO,10
Coleoptera,Amphelsasma cavum vicinum ,XO,9
Coleoptera,Amphimallon majale,XY,10
Coleoptera,Amphimallon solstitialis     ,,10
Coleoptera,Amystax fasciatus     ,Xyp,8
Coleoptera,Amystax fasciatus     ,Xyp,11
Coleoptera,Amystax fasciatus     ,Xyyp,11
Coleoptera,Anacaena bipustulata,Xyp,9
Coleoptera,Anacaena gaetanae,Xy,9
Coleoptera,Anacaena globulus,Xyp,8
Coleoptera,Anacaena limbata,Xyp,9
Coleoptera,Anacaena lutescens,Xyp,9
Coleoptera,Anacaena lutescens,,13
Coleoptera,Anacaena rufipes,NeoXY,6
Coleoptera,Anaesthetis testacea ,,11
Coleoptera,Anaflus protensus ,Xyp,10
Coleoptera,Anatis 15-punctata     ,NeoXY,9
Coleoptera,Anatis mali     ,NeoXY,9
Coleoptera,Anatis rathvoni     ,NeoXY,9
Coleoptera,Anchomenidius astur     ,,21
Coleoptera,Anchomenus dorsalis,XY,22
Coleoptera,Anisarthron barbipes ,,10
Coleoptera,Anisocalvia duodecimmaculata     ,XY,10
Coleoptera,Anisocalvia duodecimmaculata     ,Xyp,10
Coleoptera,Anisocalvia quatuordecimguttata     ,Xyp,10
Coleoptera,Anisocalvia quatuordecimguttata     ,Xyr,10
Coleoptera,Anisocalvia quatuordecimguttata similis    ,Xyp,10
Coleoptera,Anisodactylus binotatus,XO,19
Coleoptera,Anisodactylus hispanus     ,XO,19
Coleoptera,Anisodactylus sigtus     ,XO,19
Coleoptera,Anisodactylus virens     ,XO,19
Coleoptera,Anisodera excavata,NeoXY,9
Coleoptera,Anisoplia flavipennis,Xyp,10
Coleoptera,Anobleptus sp. 1    ,Xyp,11
Coleoptera,Anobleptus sp. 1    ,Xyp,12
Coleoptera,Anomala bengalensis     ,XY,9
Coleoptera,Anomala corpulenta     ,XY,9
Coleoptera,Anomala cuprea     ,,10
Coleoptera,Anomala dorsalis     ,Xyp,10
Coleoptera,Anomala dubia,XY,10
Coleoptera,Anomala lucens     ,Xyr,10
Coleoptera,Anomala luciae,XY,10
Coleoptera,Anomala polita     ,Xyp,10
Coleoptera,Anomala ruficapilla     ,Xyp,10
Coleoptera,Anomala rufocuprea     ,XY,9
Coleoptera,Anomala rufocuprea     ,,10
Coleoptera,Anomala sp.     ,Xyp,10
Coleoptera,Anomala superflua     ,Xyp,10
Coleoptera,Anomala varicolor     ,Xyp,10
Coleoptera,Anomala vestigator     ,Xyp,10
Coleoptera,Anomiopsides heteroclyta     ,,9
Coleoptera,Anomoglossus emargitus     ,XO,19
Coleoptera,Anoplophora chinensis macularia ,XY,15
Coleoptera,Anoplophora glabripennis,Xyp,10
Coleoptera,Anoplophora malasiaca ,Xyp,15
Coleoptera,Anoplotrupes balyi     ,XY,11
Coleoptera,Anoplotrupes stercorosus,,10
Coleoptera,Anoplotrupes stercorosus     ,XY,11
Coleoptera,Anthaxia amasi ,Xyp,8
Coleoptera,Anthaxia bicolor ,Xyp,8
Coleoptera,Anthaxia deaurata ,Xyp,8
Coleoptera,Anthaxia hungarica ,Xyp,8
Coleoptera,Anthaxia lgockii ,Xyp,8
Coleoptera,Anthaxia mirabilis ,Xyp,8
Coleoptera,Anthaxia olympica ,Xyp,8
Coleoptera,Anthaxia podolica ,Xyp,8
Coleoptera,Anthaxia sponsa ,Xyp,8
Coleoptera,Anthaxia viridifrons ,Xyp,8
Coleoptera,Anthia sexguttata     ,XO,18
Coleoptera,Anthonomus bisignifer     ,XO,10
Coleoptera,Anthonomus bisignifer     ,Xyp,15
Coleoptera,Anthonomus bisignifer     ,Xyp,16
Coleoptera,Anthonomus bisignifer     ,Xyp,17
Coleoptera,Anthonomus bisignifer     ,Xyp,18
Coleoptera,Anthonomus corvulus     ,Xyp,13
Coleoptera,Anthonomus grandis     ,Xyp,21
Coleoptera,Anthonomus grandis     ,XXY,22
Coleoptera,Anthonomus grandis     ,XY,22
Coleoptera,Anthonomus haematopus     ,XY,16
Coleoptera,Anthonomus scutellatus     ,Xyp,14
Coleoptera,Anthonomus sigtus     ,Xyp,17
Coleoptera,Anthonomus sp. 1    ,XY,17
Coleoptera,Anthonomus sp. 2    ,Xyp,13
Coleoptera,Anthonomus sp. 3    ,Xyp,16
Coleoptera,Anthrenus fasciatus     ,Xyp,9
Coleoptera,Anthrenus flavipes     ,Xyp,9
Coleoptera,Anthrenus sp.     ,Xyp,9
Coleoptera,Anthrenus verbasci     ,Xyp,9
Coleoptera,Apate mocha ,Xyp,11
Coleoptera,Apenes margilis     ,,18
Coleoptera,Aphidecta axyridis     ,Xyp,8
Coleoptera,Aphidecta axyridis     ,Xyr,8
Coleoptera,Aphidecta axyridis spectablis    ,Xyp,8
Coleoptera,Aphidecta bruchii     ,Xyr,9
Coleoptera,Aphidecta bruchii     ,XY,10
Coleoptera,Aphidecta californica     ,Xyp,10
Coleoptera,Aphidecta crotchi     ,Xyr,10
Coleoptera,Aphidecta novemnotata     ,Xyp,10
Coleoptera,Aphidecta obliterata     ,,9
Coleoptera,Aphidecta repanda     ,,10
Coleoptera,Aphidecta septempunctata     ,Xyp,10
Coleoptera,Aphidecta septempunctata bruckii    ,Xyp,10
Coleoptera,Aphidecta transversalis     ,Xyp,10
Coleoptera,Aphidecta transversoguttata     ,Xyp,10
Coleoptera,Aphidecta transversoguttata quinquenotata    ,Xyp,10
Coleoptera,Aphidecta trifasciata     ,Xyp,10
Coleoptera,Aphidecta trifasciata julia    ,Xyp,10
Coleoptera,Aphidecta trifasciata perplexa    ,Xyp,10
Coleoptera,Aphodius abdomilis,XO,10
Coleoptera,Aphodius ater     ,XY,10
Coleoptera,Aphodius bonvouloiri,XY,10
Coleoptera,Aphodius borealis     ,Xyp,10
Coleoptera,Aphodius coniugatus     ,XY,10
Coleoptera,Aphodius conspurcatus     ,XY,10
Coleoptera,Aphodius consputus     ,,10
Coleoptera,Aphodius constans     ,XY,10
Coleoptera,Aphodius contamitus     ,XY,10
Coleoptera,Aphodius depressus     ,XY,10
Coleoptera,Aphodius distinctus     ,XY,10
Coleoptera,Aphodius distintus     ,XY,10
Coleoptera,Aphodius elevatus     ,,10
Coleoptera,Aphodius erraticus     ,,10
Coleoptera,Aphodius fasciatus     ,XY,10
Coleoptera,Aphodius fimetarius     ,XY,10
Coleoptera,Aphodius foetens     ,,10
Coleoptera,Aphodius foetidus     ,,10
Coleoptera,Aphodius fossor     ,,10
Coleoptera,Aphodius haemorrhoidalis     ,,10
Coleoptera,Aphodius lapponum     ,,10
Coleoptera,Aphodius lineolatus     ,XY,10
Coleoptera,Aphodius lividus,,10
Coleoptera,Aphodius luridus     ,XY,10
Coleoptera,Aphodius moestus     ,XY,11
Coleoptera,Aphodius niger,XY,10
Coleoptera,Aphodius obliteratus     ,XY,10
Coleoptera,Aphodius paganettii,XY,10
Coleoptera,Aphodius paykulli     ,XY,10
Coleoptera,Aphodius pedellus     ,XY,10
Coleoptera,Aphodius plagiatus,XY,10
Coleoptera,Aphodius prodromus     ,,10
Coleoptera,Aphodius pseudolividus,,10
Coleoptera,Aphodius pusillus,,10
Coleoptera,Aphodius rufipes     ,XY,10
Coleoptera,Aphodius rufus     ,Xyp,10
Coleoptera,Aphodius scrutator     ,,10
Coleoptera,Aphodius sphacelatus     ,,10
Coleoptera,Aphodius sticticus     ,XY,10
Coleoptera,Aphodius subterraneus     ,,10
Coleoptera,Aphodius vittatus mundus    ,XY,10
Coleoptera,Aphodius wilsoe,XY,10
Coleoptera,Aphthona cyparissiae ,XY,16
Coleoptera,Aphthona depressa ,XY,14
Coleoptera,Aphthona depressa ,XY,14
Coleoptera,Aphthona flaviceps ,XY,13
Coleoptera,Aphthona herbigrada ,XY,14
Coleoptera,Aphthona herbigrada ,XY,15
Coleoptera,Aphthona illigeri ,XY,14
Coleoptera,Aphthona lamprocyanea ,Xy,12
Coleoptera,Aphthona lutescens ,XY,12
Coleoptera,Aphthona nigriceps ,XY,16
Coleoptera,Aphthona venustula ,XY,14
Coleoptera,Aphthona venustula ,XY,14
Coleoptera,Apion abruptum     ,Xyp,11
Coleoptera,Apion collare     ,Xyp,11
Coleoptera,Apion sp. 1    ,Xyp,11
Coleoptera,Apion sp. 2    ,Xyp,11
Coleoptera,Apiophorus pictus     ,Xyp,15
Coleoptera,Aplemonus tuberculata ,Xyp,13
Coleoptera,Aplotes roelofsi     ,Xyp,11
Coleoptera,Apoderus balteatus     ,Xyp,11
Coleoptera,Apoderus balteatus     ,Xyp,13
Coleoptera,Apoderus coryli ,Xyp,14
Coleoptera,Apoderus erythrogaster nigriventris    ,Xyp,14
Coleoptera,Apoderus erythrogaster rufiventris    ,Xyp,13
Coleoptera,Apoderus jekeli     ,XY,18
Coleoptera,Apoderus jekeli     ,XY,19
Coleoptera,Apodrusus wolcotti     ,,10
Coleoptera,Apogonia carita,Xyp,10
Coleoptera,Apogonia ferruginea     ,XO,10
Coleoptera,Apogonia nigricans     ,XO,10
Coleoptera,Apogonia nigricans     ,Xyp,10
Coleoptera,Apogonia proxima,Xyp,10
Coleoptera,"Apogonia sp, nr. nigricans   ",XO,10
Coleoptera,Apogonia sp.     ,Xyp,10
Coleoptera,Apogonia sp.     ,XO,11
Coleoptera,Apogonia unistraita     ,XY,10
Coleoptera,Apomecyna neglecta ,Xyp,11
Coleoptera,Apophylia sericea ,Xyp,15
Coleoptera,Apotomorhinus cribatus     ,Xyp,13
Coleoptera,Apraea portoricensis ,XY,5
Coleoptera,Apraea portoricensis ,XY,6
Coleoptera,Apriona germari,Xyp,10
Coleoptera,Apriona japonica ,,18
Coleoptera,Aptinus displosor     ,,16
Coleoptera,Araecerus fasciculatus ,,11
Coleoptera,Araucanomela wellingtonensis ,Xyp,14
Coleoptera,Archophileurus vervex     ,NeoXY,8
Coleoptera,Argopus punctipennis ,XY,25
Coleoptera,Arrhenocoela lineata ,XY,13
Coleoptera,Arrhines languides     ,Xyp,11
Coleoptera,Arthrodeis curtus     ,Xyp,10
Coleoptera,Arthrodeis inflatus     ,Xyp,10
Coleoptera,Arthrodeis punctulatus     ,Xyp,10
Coleoptera,Arthromacra aenea     ,NeoXY,7
Coleoptera,Arthropterus sp. 1    ,,23
Coleoptera,Asaphidion caraboides     ,XY,12
Coleoptera,Asaphidion curtum     ,XY,12
Coleoptera,Asaphidion cyanicorne     ,XY,12
Coleoptera,Asaphidion rossii,,12
Coleoptera,Asemum striatum ,Xyp,10
Coleoptera,Aserica pilula     ,Xyp,10
Coleoptera,Aserica sp.     ,XO,10
Coleoptera,Asida cardoe     ,Xyp,10
Coleoptera,Asida glacialis     ,Xyp,10
Coleoptera,Asida glacialis rustica    ,Xyp,10
Coleoptera,Asida jurinei     ,Xyp,10
Coleoptera,Asida maraguesi     ,Xyp,10
Coleoptera,Asida planipennis     ,Xyp,10
Coleoptera,Asiorestia impressa ,XY,19
Coleoptera,Asphaera abdomilis ,Xy,11
Coleoptera,Asphaera abendrothi,XXXXY,14
Coleoptera,Asphaera daniella ,XXXXXXY,16
Coleoptera,Asphaera limitata ,XXY,12
Coleoptera,Asphaera meticulosa ,Xy,11
Coleoptera,Asphaera nr. Weyrauchi sp. 1 ,XXXXXXY,16
Coleoptera,Asphaera octopunctata ,Xy,9
Coleoptera,Asphaera pauperata ,Xy,9
Coleoptera,Asphaera pauperata ,XXY,12
Coleoptera,Asphaera quadrifasciata ,,11
Coleoptera,Asphaera reflexicollis ,XXXXY,14
Coleoptera,Asphaera scutata,,13
Coleoptera,Asphaera semifulva,,14
Coleoptera,Asphaera sp. 2 ,XXXY,13
Coleoptera,Asphaera sp. 3 ,XXXXXXXY,16
Coleoptera,Asphaera t-album ,XXXXXXY,16
Coleoptera,Asphaera unicolor ,Xy,11
Coleoptera,Aspidimorpha difformis ,Xyp,9
Coleoptera,Aspidimorpha dorsata ,Xyp,8
Coleoptera,Aspidimorpha furcata ,Xyp,9
Coleoptera,Aspidimorpha indica ,Xyp,9
Coleoptera,Aspidimorpha miliaris ,Xyp,9
Coleoptera,Aspisoma aegrotum     ,XO,10
Coleoptera,Aspisoma hesperum     ,XO,10
Coleoptera,Aspisoma ignium     ,XO,10
Coleoptera,Aspisoma laterale     ,XO,10
Coleoptera,Aspisoma maculatum     ,XO,10
Coleoptera,Aspisoma sticticum     ,XO,10
Coleoptera,Astycus lateralis     ,,11
Coleoptera,Astycus sp.     ,Xyp,11
Coleoptera,Astylus antis     ,Xyp,9
Coleoptera,Astylus variegatus,,9
Coleoptera,Atactogaster sp. 1    ,Xyp,24
Coleoptera,Ataenius fossor     ,XY,10
Coleoptera,Ataenius haemorrhoidalis     ,XY,10
Coleoptera,Ataenius merdarius     ,XY,10
Coleoptera,Ataenius rufipus     ,XY,10
Coleoptera,Ataenius rufus     ,,10
Coleoptera,Ataenius scrutator     ,XY,10
Coleoptera,Ataenius spretulus     ,,10
Coleoptera,Athesapeuta sp. 1    ,,16
Coleoptera,Athesapeuta sp. 2    ,,16
Coleoptera,Atheuchus sp,XY,8
Coleoptera,Athous rufiventris     ,XO,10
Coleoptera,Athyreus excavatus     ,Xyp,10
Coleoptera,Attagenus elongatulus     ,Xyp,9
Coleoptera,Attagenus megatoma     ,Xyp,9
Coleoptera,Augosoma centaurus,NeoXY,9
Coleoptera,Aulacocyclus edentulus     ,XY,15
Coleoptera,Aulacophora cincta ,XY,15
Coleoptera,Aulacophora femoralis ,XY,29
Coleoptera,Aulacophora femoralis ,XXY,30
Coleoptera,Aulacophora fovecollis ,XY,15
Coleoptera,Aulacophora fovecollis ,Xyp,15
Coleoptera,Aulacophora fovecollis ,XXY,30
Coleoptera,Aulacophora intermedia ,XY,15
Coleoptera,Aulacophora intermedia ,XXY,29
Coleoptera,Aulacophora intermedia ,XXY,29
Coleoptera,Aulacophora semifusca ,XXY,30
Coleoptera,Aulacoscelis melanocera ,XO,12
