Kingdom,Higher.taxonomic.group,Order,Family,Genus,species,Sexual.System,Karyotype,notes..Karyotype,Genotypic,Haplodiploidy,notes..Haplodiploidy,Predicted.ploidy,Chromosome.number..female..2N,notes..Chromosome.number..female..2N,Chromosome.number..male..2N,notes..Chromosome.number..male..2N,notes..comments,entry.name,cite.key
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,fuscipennis ,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,latitarsis,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,postica,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,quadripunctata,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,recursa,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,sp.1,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,spinipes,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae, Scaptotrigona,xanthotricha,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2003citogenetica
Animal,Arthropoda,Hymenoptera,Apidae,Anthophora,bomboides,,,,,arrhenotoky,,,36,,18,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Anthophora,californica,,,,,arrhenotoky,,,38,,19,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Anthophora,plumipes,,,,,arrhenotoky,,,18,,9,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Anthophora,acervorum villosula,,,,,arrhenotoky,,,18,,9,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Apis,cerana indica,,,,,arrhenotoky,,,32,,16,,,Ross,deodikar1959cyto
Animal,Arthropoda,Hymenoptera,Apidae,Apis,mellifera,,,,,arrhenotoky,,,32,,16,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Apis,cerana japonica,,,,,arrhenotoky,,,32,,16,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Apis,mellifera ligustica,,,,,arrhenotoky,,,32,,16,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Apis,mellifera adansonii,,,,,arrhenotoky,,,32,,16,,,Ross,kerr1969some
Animal,Arthropoda,Hymenoptera,Apidae,Apis,mellifera mellifera,,,,,arrhenotoky,,,32,,16,,,Ross,meves1907spermatocytenteilungen
Animal,Arthropoda,Hymenoptera,Apidae,Apis,cerana,,,,,arrhenotoky,,,32,,16,,,Ross,sharma1973karyotype
Animal,Arthropoda,Hymenoptera,Apidae,Apis,dorsata,,,,,arrhenotoky,,,32,,16,,,Ross,thakar1966chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Apis,florea,,,,,arrhenotoky,,,32,,16,,,Ross,thakar1966chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Axestotrigona,ferruginea,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1957contribuiccao
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,terrestris,,,,,arrhenotoky,,,36,,18,,,Ross,ayabe2004cytological
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,lucorum lucorum ,,,,,arrhenotoky,,,36,,18,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,pennsylvanicus ,,,,,arrhenotoky,,,36,,18,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,schrencki,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,deuteronymus maruhanabachi,,,,,arrhenotoky,,,46,,23,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,diversus,,,,,arrhenotoky,,,36,,18,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,honshuensis,,,,,arrhenotoky,,,34,,17,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,hypocrita,,,,,arrhenotoky,,,36,,18,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,ignitus,,,,,arrhenotoky,,,36,,18,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,pseudobaicalensis,,,,,arrhenotoky,,,34,,17,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,ussurensis,,,,,arrhenotoky,,,36,,18,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,atratus,,,,,arrhenotoky,,,40,,20,,,Ross,kerr1972
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,morio,,,,,arrhenotoky,,,40,,20,,,Ross,kerr1972
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,affinis,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,moderatus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,terricola,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus,terricola occidentalis,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus (Bombias),nevadensis,,,,,arrhenotoky,,,36,"34,36",18,"17,18",,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Bombus (megabombus),consobrinus wittenburghi,,,,,arrhenotoky,,,38,,19,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Celetrigona,longicornis,,,,,arrhenotoky,,,30,,15,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Cleptotrigona,cubiceps,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1957contribuiccao
Animal,Arthropoda,Hymenoptera,Apidae,Cullumanobombus,rufocincus,,,,,arrhenotoky,,,38,,19,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Dactylurina,staudingeri,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Diadasia,enavata,,,,,arrhenotoky,,,30,,15,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Eufriesia,violacea ,,,,,arrhenotoky,,,30,,15,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Euglossa,cyanaspis,,,,,arrhenotoky,,,42,,21,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Euglossa,hyacinthina,,,,,arrhenotoky,,,40,,20,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Euglossa,sp.,,,,,arrhenotoky,,,42,,21,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Exomalopsis,aureopilosa,,,,,arrhenotoky,,,18,,9,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Exomalopsis,sp.,,,,,arrhenotoky,,,16,,8,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Fervidobombus,atratus,,,,,arrhenotoky,,,40,,20,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Fervidobombus,californicus,,,,,arrhenotoky,,,38,,19,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Fervidobombus,fervidus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Fervidobombus,morio,,,,,arrhenotoky,,,40,,20,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Fervidobombus,pennsylvanicus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Frieseomelitta,doederleini,,,,,arrhenotoky,,,30,,15,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Frieseomelitta,varia,,,,,arrhenotoky,,,30,,15,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Frieseomelitta,languida,,,,,arrhenotoky,,,30,,15,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Frieseomelitta (Duckeola),ghiliani,,,,,arrhenotoky,,,30,,15,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Hypotrigona,braunsi,,,,,arrhenotoky,,,28,,14,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Hypotrigona,gribodoi,,,,,arrhenotoky,,,28,,14,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Isepeolus,viperinus,,,,,arrhenotoky,,,32,,16,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Leurotrigona,muelleri,,,,,arrhenotoky,,,16,,8,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Leurotrigona,pusilla,,,,,arrhenotoky,,,30,,15,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Meliplebeia,beccari,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,marginata ,,,,,arrhenotoky,,,18,,9,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,favosa,,,,,arrhenotoky,,,18,,9,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,marginata marginata,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1948estudos
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,quadrifasciata,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1948estudos
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,interrupta fasciculata,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1952variaccao
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,nigra,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1952variaccao
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,rufiventris,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1952variaccao
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,subnitida,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,compressipes manaosensis,,,,,arrhenotoky,,,18,,9,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,quinquefasciata,,,,,arrhenotoky,,,28,"20,36",14,"10,18",,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,mondury,,,,,arrhenotoky,,,18,,9,,,Ross,lopes2008cytogenetic
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,asilvae ,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,bicolor bicolor ,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,capixaba,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,compressipes ,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,crinita,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,mandacaia,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Melipona,scutellaris,,,,,arrhenotoky,,,18,,9,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Meliponula,bocandei,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1957contribuiccao
Animal,Arthropoda,Hymenoptera,Apidae,Meliponula (Meliplebeia),becarii,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Mourella,caerulea ,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Nannotrigona,testaceicornis,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Nannotrigona,sp.,,,,,arrhenotoky,,,34,,17,,,Ross,rocha2002dna
Animal,Arthropoda,Hymenoptera,Apidae,Oxytrigona,tataira,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Oxytrigona,sp. cf. flaveola ,,,,,arrhenotoky,,,34,,17,,,Ross,krinski2010karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,peckolti,,,,,arrhenotoky,,,34,,17,,,Ross,brito1999first
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,seridoensis,,,,,arrhenotoky,,,34,,17,,,Ross,brito2005cytogenetic
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,ailyae ,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,helleri ,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,mulata ,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,pearsoni ,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,peckolti musarum,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,sp.n.,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,vicina,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Partamona,cupira,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,sp.1,,,,,arrhenotoky,,,34,,17,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,droryana,,,,,arrhenotoky,,,36,"34,36",18,"17,18",,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,denoiti,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1952variaccao
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,emerina,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,remota,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia,subnuda,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Apidae,Plebeia (Friesella),schrottkyi,,,,,arrhenotoky,,,36,,18,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Plebeina,denoiti ,,,,,arrhenotoky,,,36,,18,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Psithyrus,ashtoni,,,,,arrhenotoky,,,50,,25,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Psithyrus,citrinus,,,,,arrhenotoky,,,52,,26,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Ptilothrix,bombiformis,,,,,arrhenotoky,,,12,,6,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,edwardsii,,,,,arrhenotoky,,,36,,18,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,ardens,,,,,arrhenotoky,,,36,,18,,,Ross,hoshiba1993chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,bimaculatus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,ephippiatus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,huntii,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,impatiens,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,melanopygus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,mixtus,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,perplexus,,,,,arrhenotoky,,,24,,12,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,sitkensis,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,ternarius,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,vagans,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Pyrobombus,vosnesenskii,,,,,arrhenotoky,,,36,,18,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Scaptotrigona,depilis,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Scaptotrigona,postica,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Separatobombus,griseocollis,,,,,arrhenotoky,,,38,,19,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Subterraneobombus,appositus,,,,,arrhenotoky,,,32,,16,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Subterraneobombus,borealis,,,,,arrhenotoky,,,32,,16,,,Ross,owen1995chromosome
Animal,Arthropoda,Hymenoptera,Apidae,Svastra,obliqua expurgata ,,,,,arrhenotoky,,,42,,21,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Apidae,Tetragona,angustula,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Tetragona,clavipes,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Trigona,fuscipennis,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Trigona,spinipes,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Trigona,subterranea,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972karyotypic
Animal,Arthropoda,Hymenoptera,Apidae,Trigona,staudingeri,,,,,arrhenotoky,,,34,,17,,,Ross,kerr1972numbers
Animal,Arthropoda,Hymenoptera,Argidae,Arge,cyanocrocea,,,,,arrhenotoky,,,22,,11,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Argidae,Arge,gracilicornis,,,,,arrhenotoky,,,16,,8,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Argidae,Arge,melanochroa ,,,,,arrhenotoky,,,20,,10,,,Ross,gokhmanthesis
Animal,Arthropoda,Hymenoptera,Argidae,Arge,nigripes,,,,,arrhenotoky,,,26,,13,,,Ross,gokhmanthesis
