"order","rate","type"
"blattodea",0.208778509086013,"fission"
"blattodea",0.249052708649773,"fission"
"blattodea",0.256277614775237,"fission"
"blattodea",0.165358782249614,"fission"
"blattodea",0.203033047484486,"fission"
"blattodea",0.141756625721392,"fission"
"blattodea",0.219842916725612,"fission"
"blattodea",0.139794591315507,"fission"
"blattodea",0.138151325904249,"fission"
"blattodea",0.213903035562394,"fission"
"blattodea",0.12661901381952,"fission"
"blattodea",0.175348761264042,"fission"
"blattodea",0.168157839535749,"fission"
"blattodea",0.203977760566686,"fission"
"blattodea",0.163040547189177,"fission"
"blattodea",0.217458466877106,"fission"
"blattodea",0.204276038830743,"fission"
"blattodea",0.10607521039896,"fission"
"blattodea",0.327053918677069,"fission"
"blattodea",0.12080362465121,"fission"
"blattodea",0.0986801627366881,"fission"
"blattodea",0.187106072710421,"fission"
"blattodea",0.176678403210491,"fission"
"blattodea",0.450240017455927,"fission"
"blattodea",0.336072364094371,"fission"
"blattodea",0.369520348661279,"fission"
"blattodea",0.147091322804648,"fission"
"blattodea",0.10101703600938,"fission"
"blattodea",0.150432439467862,"fission"
"blattodea",0.168252735513047,"fission"
"blattodea",0.222431472843037,"fission"
"blattodea",0.267127270091407,"fission"
"blattodea",0.179552347476918,"fission"
"blattodea",0.213723398091228,"fission"
"blattodea",0.184977050985928,"fission"
"blattodea",0.254067499413993,"fission"
"blattodea",0.225773332563564,"fission"
"blattodea",0.289277557099205,"fission"
"blattodea",0.224646993853817,"fission"
"blattodea",0.188272300322206,"fission"
"blattodea",0.372992846754287,"fission"
"blattodea",0.078164959105379,"fission"
"blattodea",0.384127507978757,"fission"
"blattodea",0.310490440470219,"fission"
"blattodea",0.400566827738365,"fission"
"blattodea",0.101926523714236,"fission"
"blattodea",0.205469105323994,"fission"
"blattodea",0.144608122949172,"fission"
"blattodea",0.27221968537152,"fission"
"blattodea",0.272791829145529,"fission"
"blattodea",0.148146406938696,"fission"
"blattodea",0.199698119847014,"fission"
"blattodea",0.337140331008409,"fission"
"blattodea",0.349882254052057,"fission"
"blattodea",0.132456651336447,"fission"
"blattodea",0.104614413889275,"fission"
"blattodea",0.202933399613154,"fission"
"blattodea",0.249606447349256,"fission"
"blattodea",0.168423502608772,"fission"
"blattodea",0.299737874639992,"fission"
"blattodea",0.174130253364057,"fission"
"blattodea",0.127804799793521,"fission"
"blattodea",0.161286924493443,"fission"
"blattodea",0.224823222242365,"fission"
"blattodea",0.161302166968263,"fission"
"blattodea",0.227814606512446,"fission"
"blattodea",0.159885483846349,"fission"
"blattodea",0.108118361391905,"fission"
"blattodea",0.156267441358926,"fission"
"blattodea",0.13173199331643,"fission"
"blattodea",0.0925063525098808,"fission"
"blattodea",0.214536158483691,"fission"
"blattodea",0.208295413002748,"fission"
"blattodea",0.0966132836390517,"fission"
"blattodea",0.251950952591956,"fission"
"blattodea",0.243174688255497,"fission"
"blattodea",0.151945934179115,"fission"
"blattodea",0.222908811162267,"fission"
"blattodea",0.205025653115366,"fission"
"blattodea",0.167524170007835,"fission"
"blattodea",0.180338597891777,"fission"
"blattodea",0.502241230084274,"fission"
"blattodea",0.283859332887951,"fission"
"blattodea",0.499942882998559,"fission"
"blattodea",0.113108900471459,"fission"
"blattodea",0.159381953828649,"fission"
"blattodea",0.306406884901703,"fission"
"blattodea",0.265000452003598,"fission"
"blattodea",0.200443889122569,"fission"
"blattodea",0.0981826436459555,"fission"
"blattodea",1.75226336506266,"fission"
"blattodea",1.75226336506266,"fission"
"blattodea",1.75226336506266,"fission"
"blattodea",0.117237702774062,"fission"
"blattodea",0.251358316574367,"fission"
"blattodea",0.240849106118518,"fission"
"blattodea",0.109917720499412,"fission"
"blattodea",0.316480380499608,"fission"
"blattodea",0.244486426550346,"fission"
"blattodea",0.112780664976708,"fission"
"blattodea",0.193509391270741,"fission"
"blattodea",0.129886254624303,"fission"
"blattodea",0.165413241605165,"fission"
"blattodea",0.22233498124266,"fission"
"blattodea",0.241499355525596,"fission"
"blattodea",0.228811070438261,"fission"
"blattodea",0.144648731732352,"fission"
"blattodea",0.178998359161157,"fission"
"blattodea",0.285670136061865,"fission"
"blattodea",0.191644147912676,"fission"
"blattodea",0.188133823096598,"fission"
"blattodea",0.185724305787512,"fission"
"blattodea",0.165701668675035,"fission"
"blattodea",0.23926205281136,"fission"
"blattodea",0.197288852431633,"fission"
"blattodea",0.104051360912564,"fission"
"blattodea",0.139201108948793,"fission"
"blattodea",0.199535606112157,"fission"
"blattodea",0.333554528268236,"fission"
"blattodea",0.225973340310645,"fission"
"blattodea",0.125008739857551,"fission"
"blattodea",0.197533259481075,"fission"
"blattodea",0.110003294963866,"fission"
"blattodea",0.169334341696737,"fission"
"blattodea",0.154692767018933,"fission"
"blattodea",0.166573518854606,"fission"
"blattodea",0.224864834937767,"fission"
"blattodea",0.326572788434153,"fission"
"blattodea",0.295990660715209,"fission"
"blattodea",0.203293822843896,"fission"
"blattodea",0.211494855762796,"fission"
"blattodea",0.172654041472675,"fission"
"blattodea",0.161878600742324,"fission"
"blattodea",0.242884912708684,"fission"
"blattodea",0.215519968716482,"fission"
"blattodea",0.130014070345067,"fission"
"blattodea",0.214561095537319,"fission"
"blattodea",0.172501098717861,"fission"
"blattodea",0.189030158962056,"fission"
"blattodea",0.211151357764128,"fission"
"blattodea",0.128889667935712,"fission"
"blattodea",0.20789880877663,"fission"
"blattodea",0.276626601858328,"fission"
"blattodea",0.295471770321446,"fission"
"blattodea",0.228862163436962,"fission"
"blattodea",0.175540616026057,"fission"
"blattodea",0.208670378114946,"fission"
"blattodea",0.22267442842345,"fission"
"blattodea",0.237675410769171,"fission"
"blattodea",0.291932727565336,"fission"
"blattodea",0.150188993648592,"fission"
"blattodea",0.188967656957464,"fission"
"blattodea",0.221397074553545,"fission"
"blattodea",0.217380602424652,"fusion"
"blattodea",0.27172414406646,"fusion"
"blattodea",0.158643487788317,"fusion"
"blattodea",0.286043086792509,"fusion"
"blattodea",0.105669866338801,"fusion"
"blattodea",0.222113866899868,"fusion"
"blattodea",0.354776089184608,"fusion"
"blattodea",0.331469214478322,"fusion"
"blattodea",0.20932032759845,"fusion"
"blattodea",0.215997798966551,"fusion"
"blattodea",0.196542506258118,"fusion"
"blattodea",0.149947542061681,"fusion"
"blattodea",0.140279537558018,"fusion"
"blattodea",0.183626925122224,"fusion"
"blattodea",0.178007239084483,"fusion"
"blattodea",0.16874816821297,"fusion"
"blattodea",0.093055861570946,"fusion"
"blattodea",0.172685354057845,"fusion"
"blattodea",0.0916366625414756,"fusion"
"blattodea",0.201527943425762,"fusion"
"blattodea",0.260319572592904,"fusion"
"blattodea",0.208743966217782,"fusion"
"blattodea",0.205303012038389,"fusion"
"blattodea",0.168528811880734,"fusion"
"blattodea",0.369369876219272,"fusion"
"blattodea",0.552345956473204,"fusion"
"blattodea",0.269803559653601,"fusion"
"blattodea",0.160449020162377,"fusion"
"blattodea",0.150969531080446,"fusion"
"blattodea",0.15872848122443,"fusion"
"blattodea",0.206156904557619,"fusion"
"blattodea",0.191702958989864,"fusion"
"blattodea",0.136473609215252,"fusion"
"blattodea",0.0906502452785981,"fusion"
"blattodea",0.0910356102857045,"fusion"
"blattodea",0.234296331924774,"fusion"
"blattodea",0.119444229142282,"fusion"
"blattodea",0.111734128938774,"fusion"
"blattodea",0.139886142243939,"fusion"
"blattodea",0.248155969658938,"fusion"
"blattodea",0.139107630111464,"fusion"
"blattodea",0.160836327240775,"fusion"
"blattodea",0.15464187627564,"fusion"
"blattodea",0.168115686121408,"fusion"
"blattodea",0.259548187406799,"fusion"
"blattodea",0.158304670231283,"fusion"
"blattodea",0.231044619453584,"fusion"
"blattodea",0.24492186614751,"fusion"
"blattodea",0.203985447223933,"fusion"
"blattodea",0.386942617259604,"fusion"
"blattodea",0.177568770185349,"fusion"
"blattodea",0.236627808497474,"fusion"
"blattodea",0.129524552881161,"fusion"
"blattodea",0.23227551999391,"fusion"
"blattodea",0.230129994866079,"fusion"
"blattodea",0.282608805323113,"fusion"
"blattodea",0.138385180628608,"fusion"
"blattodea",0.169734293807998,"fusion"
"blattodea",0.17170099115712,"fusion"
"blattodea",0.304178497045146,"fusion"
"blattodea",0.166636037677021,"fusion"
"blattodea",0.164221246183355,"fusion"
"blattodea",0.216585187354606,"fusion"
"blattodea",0.219693725528081,"fusion"
"blattodea",0.161180976720502,"fusion"
"blattodea",0.296477210224816,"fusion"
"blattodea",0.164045421425123,"fusion"
"blattodea",0.10727244091945,"fusion"
"blattodea",0.193137589080769,"fusion"
"blattodea",0.232336265941115,"fusion"
"blattodea",0.24677459997889,"fusion"
"blattodea",0.242903913049923,"fusion"
"blattodea",0.156174702432068,"fusion"
"blattodea",0.107630314212543,"fusion"
"blattodea",0.110534033238013,"fusion"
"blattodea",0.305586363196947,"fusion"
"blattodea",0.273160007649862,"fusion"
"blattodea",0.134466848069737,"fusion"
"blattodea",0.266864870521169,"fusion"
"blattodea",0.147486512058031,"fusion"
"blattodea",0.165737993056768,"fusion"
"blattodea",0.0962231505688585,"fusion"
"blattodea",0.122474723456876,"fusion"
"blattodea",0.174225478575412,"fusion"
"blattodea",0.155781059145178,"fusion"
"blattodea",0.272292091763083,"fusion"
"blattodea",0.357435289971966,"fusion"
"blattodea",0.149758439216939,"fusion"
"blattodea",0.119664749458674,"fusion"
"blattodea",0.219787686854817,"fusion"
"blattodea",0.1296245404336,"fusion"
"blattodea",0.194431800307606,"fusion"
"blattodea",0.245965130291013,"fusion"
"blattodea",0.220057577260543,"fusion"
"blattodea",0.231195349802435,"fusion"
"blattodea",0.237115608753367,"fusion"
"blattodea",0.191604286703464,"fusion"
"blattodea",0.219088319404953,"fusion"
"blattodea",0.158152079652388,"fusion"
"blattodea",0.201246332863426,"fusion"
"blattodea",0.159528855069263,"fusion"
"blattodea",0.158837393564802,"fusion"
"blattodea",0.215062869243918,"fusion"
"blattodea",0.128275707569946,"fusion"
"blattodea",0.172265811369302,"fusion"
"blattodea",0.149566770972584,"fusion"
"blattodea",0.149690353822073,"fusion"
"blattodea",0.132732461870246,"fusion"
"blattodea",0.230243355771099,"fusion"
"blattodea",0.130061668096696,"fusion"
"blattodea",0.137980134566227,"fusion"
"blattodea",0.18137172756446,"fusion"
"blattodea",0.230384611788917,"fusion"
"blattodea",0.244224557765317,"fusion"
"blattodea",0.162849236621921,"fusion"
"blattodea",0.106736282524786,"fusion"
"blattodea",0.183483222097794,"fusion"
"blattodea",0.175747620010904,"fusion"
"blattodea",0.161076295491715,"fusion"
"blattodea",0.210803232731225,"fusion"
"blattodea",0.212754142197926,"fusion"
"blattodea",0.270719758056566,"fusion"
"blattodea",0.204157919823788,"fusion"
"blattodea",0.185116830889226,"fusion"
"blattodea",0.172650068886547,"fusion"
"blattodea",0.171886600851563,"fusion"
"blattodea",0.422762103125708,"fusion"
"blattodea",0.252480238458609,"fusion"
"blattodea",0.238469529306594,"fusion"
"blattodea",0.182109684785769,"fusion"
"blattodea",0.275376502300469,"fusion"
"blattodea",0.300622047216533,"fusion"
"blattodea",0.213269507735691,"fusion"
"blattodea",0.0977378967795076,"fusion"
"blattodea",0.174492162116428,"fusion"
"blattodea",0.139402101047605,"fusion"
"blattodea",0.132800338805279,"fusion"
"blattodea",0.178988197102634,"fusion"
"blattodea",0.272642796526825,"fusion"
"blattodea",0.325785760360182,"fusion"
"blattodea",0.207873002033355,"fusion"
"blattodea",0.0945526865971383,"fusion"
"blattodea",0.124868591965731,"fusion"
"blattodea",0.14412592062989,"fusion"
"blattodea",0.111287173546784,"fusion"
"blattodea",0.123689968151729,"fusion"
"blattodea",0.100039908794528,"fusion"
"blattodea",0.149604520810727,"fusion"
"blattodea",0.199025782864472,"fusion"
"blattodea",0.195152743921445,"fusion"
"blattodea",0.1928361271603,"fusion"
"blattodea",0.207672680454787,"fusion"
"blattodea",0.153441750725111,"fusion"
"blattodea",0.1966454852738,"fusion"
"blattodea",0.136152579335953,"fusion"
"blattodea",0.255323594777197,"fusion"
"blattodea",0.17127599013009,"fusion"
"blattodea",0.181149982434498,"fusion"
"blattodea",0.118492094475144,"fusion"
"blattodea",0.168431850978633,"fusion"
"blattodea",0.199711670517799,"fusion"
"blattodea",0.174086267925199,"fusion"
"blattodea",0.14592057446808,"fusion"
"blattodea",0.159646315597123,"fusion"
"blattodea",0.144025446230945,"fusion"
"blattodea",0.269636367316541,"fusion"
"blattodea",0.188290446326683,"fusion"
"blattodea",0.149516195830067,"fusion"
"blattodea",0.12530763149388,"fusion"
"blattodea",0.15007668552474,"fusion"
"blattodea",0.398417620464305,"fusion"
"blattodea",0.28751497987959,"fusion"
"blattodea",0.319204993005072,"fusion"
"blattodea",0.15113533116756,"fusion"
"blattodea",0.101610929760494,"fusion"
"blattodea",0.110644394278357,"fusion"
"blattodea",0.21038467896901,"fusion"
"blattodea",0.209646611778755,"fusion"
"blattodea",0.21320764608412,"fusion"
"blattodea",0.183018291032755,"fusion"
"blattodea",0.147275088799514,"fusion"
"blattodea",0.160275921642153,"fusion"
"blattodea",0.222156229059422,"fusion"
"blattodea",0.200719730973587,"fusion"
"blattodea",0.24024507277016,"fusion"
"blattodea",0.15509896488868,"fusion"
"blattodea",0.142005427303431,"fusion"
"blattodea",0.359819963236092,"fusion"
"blattodea",0.178916327628168,"fusion"
"blattodea",0.428954972782598,"fusion"
"blattodea",0.276541536025759,"fusion"
"blattodea",0.373071190254723,"fusion"
"blattodea",0.0708233495772544,"fusion"
"blattodea",0.14623748389165,"fusion"
"blattodea",0.0870866221612973,"fusion"
"blattodea",0.2747141306849,"fusion"
"blattodea",0.210231114004117,"fusion"
"blattodea",0.0956978489109959,"fusion"
"blattodea",0.237215308826652,"fusion"
"blattodea",0.285998094739474,"fusion"
"blattodea",0.303300217306068,"fusion"
"blattodea",0.275164799240275,"fusion"
"blattodea",0.153187536508366,"fusion"
"blattodea",0.183319291946958,"fusion"
"blattodea",0.191814696929305,"fusion"
"blattodea",0.138119057401422,"fusion"
"blattodea",0.257847800265337,"fusion"
"blattodea",0.184521852868089,"fusion"
"blattodea",0.159799390707184,"fusion"
"blattodea",0.120278019296979,"fusion"
"blattodea",0.181285194811642,"fusion"
"blattodea",0.190970651662177,"fusion"
"blattodea",0.198249663218289,"fusion"
"blattodea",0.216930337825383,"fusion"
"blattodea",0.104424355136773,"fusion"
"blattodea",0.1606057539468,"fusion"
"blattodea",0.208671927217288,"fusion"
"blattodea",0.21365623311075,"fusion"
"blattodea",0.184458714291707,"fusion"
"blattodea",0.146098367820298,"fusion"
"blattodea",0.141999448396372,"fusion"
"blattodea",0.242387292259994,"fusion"
"blattodea",0.223254373380205,"fusion"
"blattodea",0.121409755189597,"fusion"
"blattodea",0.182281383729403,"fusion"
"blattodea",0.17927843475939,"fusion"
"blattodea",0.203408420908621,"fusion"
"blattodea",0.119209292648199,"fusion"
"blattodea",0.462706655342715,"fusion"
"blattodea",0.219565604713128,"fusion"
"blattodea",0.442061286284705,"fusion"
"blattodea",0.192632227678429,"fusion"
"blattodea",0.0938132734699818,"fusion"
"blattodea",0.243785730049466,"fusion"
"blattodea",0.203234357310608,"fusion"
"blattodea",0.192333974873471,"fusion"
"blattodea",0.189382673013723,"fusion"
"blattodea",0.577503357619071,"fusion"
"blattodea",0.577503357619071,"fusion"
"blattodea",0.577503357619071,"fusion"
"blattodea",0.117970359225375,"fusion"
"blattodea",0.20724404782619,"fusion"
"blattodea",0.256618289594316,"fusion"
"blattodea",0.15215534907111,"fusion"
"blattodea",0.27011882807813,"fusion"
"blattodea",0.241881347360391,"fusion"
"blattodea",0.192686898282569,"fusion"
"blattodea",0.178505929703412,"fusion"
"blattodea",0.247777096555053,"fusion"
"blattodea",0.138285101287382,"fusion"
"blattodea",0.147882339028537,"fusion"
"blattodea",0.177218815522294,"fusion"
"blattodea",0.170446103267252,"fusion"
"blattodea",0.0866502242361027,"fusion"
"blattodea",0.149382039535757,"fusion"
"blattodea",0.242680748219843,"fusion"
"blattodea",0.163647271095391,"fusion"
"blattodea",0.174592926867718,"fusion"
"blattodea",0.188904718353049,"fusion"
"blattodea",0.169640705762747,"fusion"
"blattodea",0.17522010155802,"fusion"
"blattodea",0.142567689123688,"fusion"
"blattodea",0.16954709223237,"fusion"
"blattodea",0.0971973574406936,"fusion"
"blattodea",0.187358346426737,"fusion"
"blattodea",0.327024348654205,"fusion"
"blattodea",0.156763239817979,"fusion"
"blattodea",0.184535943071768,"fusion"
"blattodea",0.185148430868405,"fusion"
"blattodea",0.174547540535572,"fusion"
"blattodea",0.236721747582971,"fusion"
"blattodea",0.168816837345951,"fusion"
"blattodea",0.148124943040841,"fusion"
"blattodea",0.215506567665837,"fusion"
"blattodea",0.269712619124942,"fusion"
"blattodea",0.347741632513742,"fusion"
"blattodea",0.139946193935036,"fusion"
"blattodea",0.219710852037203,"fusion"
"blattodea",0.155350034828811,"fusion"
"blattodea",0.211834529047098,"fusion"
"blattodea",0.270096060569637,"fusion"
"blattodea",0.273092497923375,"fusion"
"blattodea",0.140470539490313,"fusion"
"blattodea",0.230022177130711,"fusion"
"blattodea",0.13111966752915,"fusion"
"blattodea",0.245739699354168,"fusion"
"blattodea",0.207045518079157,"fusion"
"blattodea",0.0992204048809691,"fusion"
"blattodea",0.129987628319221,"fusion"
"blattodea",0.220120007420319,"fusion"
"blattodea",0.230486486031417,"fusion"
"blattodea",0.168434979476759,"fusion"
"blattodea",0.125912909726255,"fusion"
"blattodea",0.264174549076701,"fusion"
"blattodea",0.321915143748721,"fusion"
"blattodea",0.254300832973873,"fusion"
"blattodea",0.243277823707121,"fusion"
"blattodea",0.188064100941313,"fusion"
"blattodea",0.199862398218768,"fusion"
"blattodea",0.230593785900241,"fusion"
"coleoptera",0.0649756254478006,"fission"
"coleoptera",0.0685390387008371,"fission"
"coleoptera",0.0640990062262789,"fission"
"coleoptera",0.0695643093494928,"fission"
"coleoptera",0.06461464314524,"fission"
"coleoptera",0.0697375027200265,"fission"
"coleoptera",0.0662927977766716,"fission"
"coleoptera",0.0682676608006917,"fission"
"coleoptera",0.0697929799334001,"fission"
"coleoptera",0.0662507242561307,"fission"
"coleoptera",0.0681625371966438,"fission"
"coleoptera",0.0699287825879638,"fission"
"coleoptera",0.0752857253877335,"fission"
"coleoptera",0.0593915511817139,"fission"
"coleoptera",0.0644086538103244,"fission"
"coleoptera",0.06733590617058,"fission"
"coleoptera",0.069069847092556,"fission"
"coleoptera",0.0696776554599069,"fission"
"coleoptera",0.0775257523038211,"fission"
"coleoptera",0.0625942228859389,"fission"
"coleoptera",0.0688350414747096,"fission"
"coleoptera",0.0744133325251191,"fission"
"coleoptera",0.078941974074625,"fission"
"coleoptera",0.0609617581303289,"fission"
"coleoptera",0.0705501438802298,"fission"
"coleoptera",0.0637008777460849,"fission"
"coleoptera",0.0751865349767818,"fission"
"coleoptera",0.0577868571269114,"fission"
"coleoptera",0.0590566189043713,"fission"
"coleoptera",0.0562676379037674,"fission"
"coleoptera",0.0641774112145204,"fission"
"coleoptera",0.0767167963272191,"fission"
"coleoptera",0.0673277626919137,"fission"
"coleoptera",0.0631267354413279,"fission"
"coleoptera",0.07138464464758,"fission"
"coleoptera",0.0685667408503028,"fission"
"coleoptera",0.046553726980508,"fission"
"coleoptera",0.06257704134594,"fission"
"coleoptera",0.0585037527633703,"fission"
"coleoptera",0.0686839443927026,"fission"
"coleoptera",0.0753999351695688,"fission"
"coleoptera",0.0719761127847338,"fission"
"coleoptera",0.0600834337201985,"fission"
"coleoptera",0.0682133762984289,"fission"
"coleoptera",0.0682354482189837,"fission"
"coleoptera",0.0724396446434732,"fission"
"coleoptera",0.0748177213833345,"fission"
"coleoptera",0.0655619171685819,"fission"
"coleoptera",0.0699492414235152,"fission"
"coleoptera",0.0553351169495673,"fission"
"coleoptera",0.0716216934854507,"fission"
"coleoptera",0.0720722863555027,"fission"
"coleoptera",0.0700889511550384,"fission"
"coleoptera",0.0682447938355277,"fission"
"coleoptera",0.0681081199630033,"fission"
"coleoptera",0.0548748109504687,"fission"
"coleoptera",0.0689831268511333,"fission"
"coleoptera",0.0718919647680164,"fission"
"coleoptera",0.0721725712277143,"fission"
"coleoptera",0.0612424594178611,"fission"
"coleoptera",0.0635539555043255,"fission"
"coleoptera",0.0755395456845439,"fission"
"coleoptera",0.061888047887691,"fission"
"coleoptera",0.0711124074596124,"fission"
"coleoptera",0.0695395854580451,"fission"
"coleoptera",0.0702016244065917,"fission"
"coleoptera",0.0672762660147296,"fission"
"coleoptera",0.0648639581362962,"fission"
"coleoptera",0.0575729696235342,"fission"
"coleoptera",0.0730673667649469,"fission"
"coleoptera",0.0648976795437578,"fission"
"coleoptera",0.0622755675874777,"fission"
"coleoptera",0.0662747290065944,"fission"
"coleoptera",0.071313364087754,"fission"
"coleoptera",0.0472360558261659,"fission"
"coleoptera",0.0615085032282552,"fission"
"coleoptera",0.0681619042538765,"fission"
"coleoptera",0.0689219271446959,"fission"
"coleoptera",0.065385443113352,"fission"
"coleoptera",0.0746982743656308,"fission"
"coleoptera",0.0726045534809755,"fission"
"coleoptera",0.0698330636503948,"fission"
"coleoptera",0.0749563089494495,"fission"
"coleoptera",0.0590960456976581,"fission"
"coleoptera",0.0704679802741026,"fission"
"coleoptera",0.0629097594047841,"fission"
"coleoptera",0.0694911045618701,"fission"
"coleoptera",0.050623149876089,"fission"
"coleoptera",0.0599059899008628,"fission"
"coleoptera",0.0724076262019575,"fission"
"coleoptera",0.0618877838209504,"fission"
"coleoptera",0.056745491062048,"fission"
"coleoptera",0.0673790220388477,"fission"
"coleoptera",0.0678080674169576,"fission"
"coleoptera",0.0697640526614606,"fission"
"coleoptera",0.0564058776574857,"fission"
"coleoptera",0.0645378968107498,"fission"
"coleoptera",0.0600305606855793,"fission"
"coleoptera",0.0681742078700873,"fission"
"coleoptera",0.0631523714733302,"fission"
"coleoptera",0.0707520840286515,"fission"
"coleoptera",0.0790013906889883,"fission"
"coleoptera",0.0650647901936017,"fission"
"coleoptera",0.0591611021397722,"fission"
"coleoptera",0.0697031600254581,"fission"
"coleoptera",0.0766296571685572,"fission"
"coleoptera",0.0672239090908315,"fission"
"coleoptera",0.067107008688982,"fission"
