"X","i","asc1","desc1","p"
701,701,0.000519586984781737,0.00429122321789309,-196.487967261976
702,702,0.000538672473640232,0.00430328469200966,-196.47674667837
703,703,0.000639040959827453,0.00411243738821639,-196.440425804399
704,704,0.00147917509175888,0.00459838494099263,-199.64649344188
705,705,0.000147109874448562,0.0044122380977411,-199.662649437954
706,706,0.00119460971027839,0.00420014330899147,-198.169698612287
707,707,0.00117483605324567,0.00402901158285817,-198.155049615193
708,708,0.00114396392893312,0.00374991890197978,-198.321572336134
709,709,0.000311821700182219,0.00404044685129013,-197.198053928778
710,710,0.000925841628976648,0.0043949710092157,-197.133511823791
711,711,0.000769396040057202,0.00359528639517669,-197.144825487307
712,712,0.000204574431473711,0.0045240303544564,-198.681156733848
713,713,0.000262230375839708,0.00446390719103898,-197.872118673075
714,714,0.00143327832033169,0.0045203797260434,-199.371748076208
715,715,0.000430632619102949,0.0042803741552495,-196.663793402258
716,716,0.000771308273014882,0.00373586543761561,-196.927001628041
717,717,0.000544574376013936,0.00376993756350751,-196.590845046087
718,718,0.000277252607029445,0.00432896642712582,-197.596780288072
719,719,0.000556183440936813,0.00466115293803568,-196.809849143238
720,720,0.000585121805157523,0.00488473810949044,-197.15099319745
721,721,0.000550229217253252,0.0036208187703197,-196.785586883968
722,722,0.000448982123928155,0.00373686409451042,-196.74064746592
723,723,0.000783336034179038,0.00400944230065625,-196.714727129364
724,724,0.00047817470692388,0.00399745366098799,-196.507081261081
725,725,0.000614713527646456,0.0036135552518053,-196.826647301609
726,726,0.00054645441991834,0.00509637122055612,-197.609580568696
727,727,0.000614585218408055,0.00405172994395971,-196.430044861787
728,728,0.00101727051230899,0.00439502770501662,-197.44960615747
729,729,0.000593323676244024,0.00375492911001385,-196.614044503478
730,730,0.000248991716454351,0.00448509052736506,-198.041424226475
731,731,0.000353000684358507,0.00378219478518229,-197.050836381131
732,732,0.000378430790396272,0.00381191757875724,-196.901714082045
733,733,0.000769788984480045,0.00486983699553376,-197.264068070341
734,734,0.000477794759953395,0.00460708985908479,-196.846882484441
735,735,0.000747500299824354,0.00414259983411448,-196.600785723908
736,736,0.000647773335238787,0.0033835529638268,-197.35447260404
737,737,0.00078436780656285,0.00406069947317464,-196.697606141576
738,738,0.00059382883113494,0.00317685948303797,-197.91400086204
739,739,0.000519020568644453,0.00415501174955994,-196.442465821874
740,740,0.000958719211860925,0.00406972505645908,-197.229075596501
741,741,0.000312903251131828,0.00387556065458536,-197.237184242623
742,742,0.00106733964210085,0.00453713187608156,-197.720523195248
743,743,0.00171438422779793,0.00436200750679396,-200.894462196357
744,744,0.000234665139737508,0.00364358718764254,-198.199447852277
745,745,0.00132383865641895,0.00546856819419401,-200.224352000086
746,746,0.00018912881976766,0.00377145819828544,-198.737762738754
747,747,0.00108932414502934,0.00433678171272121,-197.711718382334
748,748,0.00046894271109846,0.00456816147288056,-196.817585081751
749,749,0.00108105482470867,0.00397530008074509,-197.772907345133
750,750,0.00091391552806979,0.00453922707884732,-197.192900311995
751,751,0.00130445140169115,0.00453010185866424,-198.740739007592
752,752,0.000474592499654522,0.00455099525390529,-196.7841230013
753,753,0.000712226579651513,0.00397213715699663,-196.580237313008
754,754,0.000892834372920613,0.00344841255747803,-197.85789838362
755,755,0.000822047591250604,0.00511409672597779,-197.817973656805
756,756,0.00058373053300046,0.00343115621330865,-197.166738915718
757,757,0.000537934047324277,0.0036469277757762,-196.747798804746
758,758,0.000665573421112701,0.00494916289925423,-197.280564147976
759,759,0.00103275588467171,0.00366927876951706,-197.950422743034
760,760,0.00117251112707197,0.00342116058412214,-199.179976530931
761,761,0.00100456261795134,0.00509430504348916,-198.251201101105
762,762,0.00132003163766415,0.00361401200052533,-199.478355355544
763,763,0.000572146108707955,0.00470800212334301,-196.866841498955
764,764,0.00100707910424695,0.00427822873504572,-197.379192105918
765,765,0.000911314805476769,0.00397122992898125,-197.115047455237
766,766,0.00126423847784085,0.00468973551862116,-198.672210641478
767,767,0.000479604090900812,0.00417539471488438,-196.502093394947
768,768,0.000569007095524221,0.00495444480619073,-197.29123386613
769,769,0.000581554903655199,0.00501326290864436,-197.401744876687
770,770,0.000725396874940576,0.00426999850119242,-196.576494359744
771,771,0.000668966813412331,0.00447668615624621,-196.623233492823
772,772,0.00160584094040487,0.00491791522410261,-200.583128286613
773,773,0.00110694070166078,0.00501618787430651,-198.459100485258
774,774,0.000643725312263818,0.00373346543545163,-196.684089890862
775,775,0.000586428107417269,0.00358125604328327,-196.860744543455
776,776,0.000727339671888268,0.00418130694819459,-196.562476503382
777,777,0.000720130377671702,0.00393907213690422,-196.614001255086
778,778,0.000549920060203191,0.00382272755881736,-196.538778205043
779,779,0.000286053443999809,0.00321795821095614,-198.58096442599
780,780,0.00085368540992181,0.00519514930735993,-198.056678982124
781,781,0.000281201184137755,0.00367913916961228,-197.661798243977
782,782,0.000454898180575373,0.00361136943792792,-196.89339506959
783,783,0.000477298991844449,0.00514088080936743,-197.835823476423
784,784,0.000412526144268441,0.00392461989415412,-196.699212560595
785,785,0.0007418922352742,0.00422695146623746,-196.595789876297
786,786,0.000599441895876245,0.00444030353532242,-196.552746649089
787,787,0.00107373203886442,0.00447978012572541,-197.707579338708
788,788,0.00102079956439146,0.00492177294884871,-198.001806349727
789,789,0.0007171942528931,0.0048021096676263,-197.076339906996
790,790,0.000366711610559476,0.00463155740933079,-197.282891797269
791,791,0.000380204805188981,0.00373224256607628,-196.967610279976
792,792,0.000885951669347499,0.00425096427600172,-196.962730207054
793,793,0.000725785604718119,0.00415720042169693,-196.558603281742
794,794,0.000372608756373635,0.004529864666773,-197.118854985386
795,795,0.000592305489709703,0.00366024528670935,-196.736701622719
796,796,0.000618897792793678,0.0039199159779259,-196.486910411606
797,797,0.000991257855970593,0.00475750125858177,-197.669276181635
798,798,0.00059760942662058,0.00344919619642872,-197.134902436109
799,799,0.000636670755536295,0.00387855662795824,-196.531151159677
800,800,0.000464471894997676,0.00380244217717389,-196.643647945282
801,801,0.000451789494068066,0.00395804398785266,-196.573517364501
802,802,0.000704998447009967,0.00484399751427231,-197.128943978177
803,803,0.000835365739252707,0.0047912487286957,-197.274054738732
804,804,0.000619979000015324,0.0043118829648993,-196.472962629919
805,805,0.00065107359751675,0.0051356805656854,-197.658342847049
806,806,0.000410450716728781,0.00366982235037536,-196.926882228344
807,807,0.000359153994937406,0.00370937867501155,-197.091356747984
808,808,0.00104286900757802,0.00406426931565863,-197.556107412404
809,809,0.000550011289637879,0.00377496327595359,-196.584401816941
810,810,0.000333744316587784,0.00469244950995399,-197.571988010456
811,811,0.000671662135615414,0.00432973992274687,-196.524105957954
812,812,0.000469908293251229,0.00479897754364926,-197.155673626212
813,813,0.000531506626497194,0.0034507899153243,-197.111747112624
814,814,0.00078796713881281,0.00432776435397611,-196.723240009822
815,815,0.00191749269368629,0.00543145889282891,-203.022375905568
816,816,0.00163541833622619,0.00389801332890707,-200.785596579411
817,817,0.000960857504085165,0.0042219339996817,-197.207063475091
818,818,0.000977299402367714,0.00319278917639844,-198.992121095544
819,819,0.00119638635517739,0.00513381109292635,-199.008912356834
820,820,0.00033608239656014,0.00440338797803288,-197.194993739061
821,821,0.000532042134551297,0.00397855577968488,-196.449977029285
822,822,0.000547482049614008,0.00468221975353353,-196.846081786162
823,823,0.00059337226771448,0.00367807667661512,-196.711685316779
