"","i","asc1","desc1","p"
"1",1,0.857566430259748,0.928586407918063,-961.648943151356
"2",2,1.00927425723908,0.997304282761537,-961.345643869873
"3",3,1.01347964964384,0.957683233965273,-960.467174657054
"4",4,0.843517499180541,0.763007688368717,-954.496117237812
"5",5,0.77382839590449,0.701021537810594,-951.291546211012
"6",6,0.717236065975542,0.690305910978735,-948.532321178559
"7",7,0.689190118727218,0.605901711982919,-949.754587353515
"8",8,0.693546490399044,0.686032407200615,-948.549622316961
"9",9,0.725291972294864,0.711657855234504,-949.300010095368
"10",10,0.724889333591713,0.717651947400267,-949.624161774702
"11",11,0.717031530729987,0.676699128313449,-948.355044740806
"12",12,0.726113869541378,0.682254267605938,-948.666763418504
"13",13,0.700599966279062,0.689805896441487,-948.599334556638
"14",14,0.714850598905247,0.709106151737056,-949.361182621071
"15",15,0.702577365797251,0.626385518481173,-949.367416142427
"16",16,0.583565509707279,0.504309613466578,-948.004642948699
"17",17,0.588330530238301,0.502634446217411,-948.88339640894
"18",18,0.482746322239894,0.451996770258209,-946.244645347437
"19",19,0.492222490598889,0.455216249342803,-946.038972383198
"20",20,0.506457106008805,0.463050129184295,-945.863378356586
"21",21,0.481571165550493,0.458043798516763,-946.300608858343
"22",22,0.501985237492924,0.462243291721225,-945.846587301874
"23",23,0.501800787828794,0.473664706672517,-945.708201380261
"24",24,0.506364830652209,0.514634136185841,-946.983825465155
"25",25,0.504737620569327,0.4780055952499,-945.65235402711
"26",26,0.531266270791034,0.535178037109363,-946.503825792942
"27",27,0.516244386921119,0.453434580109485,-946.943826986101
"28",28,0.508776737826978,0.466637059336561,-945.765866226907
"29",29,0.536554499362344,0.525616697144807,-945.688400673969
"30",30,0.578686554662464,0.564198544504785,-945.650170529387
"31",31,0.55281864881235,0.526394912657249,-945.187744029084
"32",32,0.562018527883579,0.519602139540689,-945.270907724131
"33",33,0.560177806584615,0.531261115197792,-945.167201175542
"34",34,0.593137785298571,0.590781787425916,-946.44614928213
"35",35,0.62816643381179,0.592539578881034,-945.939905793073
"36",36,0.600611607008065,0.542225641033764,-946.162648562798
"37",37,0.597470520057525,0.562988473707113,-945.433365470621
"38",38,0.618570945488746,0.559463939727145,-946.417943538038
"39",39,0.61330122711697,0.555226869237165,-946.288545813109
"40",40,0.585798203477672,0.573196921582296,-945.805324277135
"41",41,0.601458630940238,0.588673592920609,-946.007902674323
"42",42,0.642378480655556,0.657008515937436,-948.627213737305
"43",43,0.62365954345828,0.585307875588446,-945.859971160149
"44",44,0.611745452900827,0.545774142403567,-946.794482808539
"45",45,0.615176336602203,0.580809998435331,-945.700372590867
"46",46,0.60339139171326,0.586072180732444,-945.849736401978
"47",47,0.613967361600596,0.578390125830427,-945.6788951868
"48",48,0.613082114395124,0.568986377659149,-945.754992005065
"49",49,0.584916213277039,0.576505474787949,-945.998910244185
"50",50,0.58898721557288,0.535379684023705,-945.803769716194
"51",51,0.598385504088729,0.596911323182063,-946.577279710588
"52",52,0.607053695339847,0.563684855236232,-945.650868147702
"53",53,0.612238132276193,0.586505860886244,-945.749953662867
"54",54,0.626194418854652,0.573237723733117,-946.237920909803
"55",55,0.607356362518028,0.629190921866114,-948.382918844381
"56",56,0.635552474628319,0.552147834826571,-948.819003993979
"57",57,0.556132107760291,0.523179796722085,-945.145456870697
"58",58,0.574624992512143,0.513448638286199,-946.203613021159
"59",59,0.537093622823886,0.472839615940012,-946.690974793655
"60",60,0.485560975895542,0.478201015402897,-946.633883965167
"61",61,0.530105707689761,0.527645480835674,-946.144956829922
"62",62,0.558897610509345,0.498879714102171,-946.139227821561
"63",63,0.534058606319219,0.503740191773703,-945.225228416963
"64",64,0.544026648613097,0.521405900971065,-945.268875454989
"65",65,0.557761052596512,0.537008100039311,-945.311427967703
"66",66,0.558744493256868,0.532778648064625,-945.200895715115
"67",67,0.547373943793131,0.50862331412583,-945.212230326228
"68",68,0.527120652749338,0.483244910030295,-945.511843642042
"69",69,0.542994439844569,0.549328175348613,-946.625218600339
"70",70,0.598852023460127,0.565697445402941,-945.453673125603
"71",71,0.561931147640308,0.585197223277478,-947.813526233057
"72",72,0.549607752159956,0.578955952456355,-948.103947969857
"73",73,0.566102012339487,0.525526390749063,-945.238528773776
"74",74,0.552788403924165,0.521479064605257,-945.146808414821
"75",75,0.571244166256278,0.545252355992549,-945.252763110091
"76",76,0.582794442443105,0.56398330647476,-945.529132034962
"77",77,0.604342697300324,0.565066595103068,-945.550689830316
"78",78,0.601748977431635,0.564156966320678,-945.500383459515
"79",79,0.601811544734282,0.568959031167959,-945.495494012507
"80",80,0.585719087547133,0.559284584112833,-945.366135096899
"81",81,0.591775907780409,0.567284847406985,-945.473111528743
"82",82,0.579017428232841,0.539409495870044,-945.285654300223
"83",83,0.575332314866314,0.553040800312774,-945.359915445725
"84",84,0.578728311720298,0.55819463456601,-945.436409719935
"85",85,0.626709955363782,0.617691850669172,-946.659345138164
"86",86,0.659049838456124,0.646146647982577,-947.246775229239
"87",87,0.674546214118247,0.631970023412056,-947.077265954382
"88",88,0.688100497051215,0.643209706871605,-947.484024097462
"89",89,0.658350764892804,0.637368105325341,-946.901782696066
"90",90,0.656103585922063,0.638560448137772,-946.966631124405
"91",91,0.636489604370841,0.61260179484575,-946.277872004631
"92",92,0.624943408710986,0.572298477530557,-946.204387104358
"93",93,0.605913035817768,0.564564502766135,-945.599339484261
"94",94,0.585198676864345,0.550884655990965,-945.295786282874
"95",95,0.567458619313686,0.550404467643788,-945.466845829178
"96",96,0.595315407518575,0.587529985419982,-946.165178995364
"97",97,0.627145358020981,0.616666409748685,-946.592908425227
"98",98,0.629200558878299,0.644516646774574,-948.3601149654
"99",99,0.647288360122898,0.620071248812765,-946.453775609369
"100",100,0.657620793891087,0.614905729166535,-946.638169582722
"101",101,0.653228592369279,0.670046199734873,-949.084731130037
"102",102,0.67174311383026,0.643012272524941,-947.068338839045
"103",103,0.645381306901184,0.63788926382678,-947.173143351826
"104",104,0.664854792539758,0.636635053003834,-946.887133854174
"105",105,0.665317328012116,0.616304033225266,-946.942176999359
"106",106,0.673261915933961,0.614246150557572,-947.490685660569
"107",107,0.598268107060215,0.58294343707838,-945.850279475202
"108",108,0.598427766728349,0.616148647463028,-947.915049058278
"109",109,0.657607758851218,0.645504295013249,-947.24658277043
"110",110,0.684009324553381,0.596750313065467,-950.123433104245
"111",111,0.588828672724302,0.520227934354495,-946.850121938369
"112",112,0.557588272769697,0.507202677389176,-945.557892303193
"113",113,0.545636817556018,0.556677137512627,-946.925997668391
"114",114,0.554302476492129,0.552316714415903,-946.134485274713
"115",115,0.616547187319935,0.600067895578753,-946.10912127095
"116",116,0.618758195559936,0.63032247009051,-947.847173158988
"117",117,0.673888407575471,0.658353757017834,-947.543822177016
"118",118,0.67442576680381,0.612297516081226,-947.674252463146
"119",119,0.599248532856569,0.551220593262142,-945.673167177334
"120",120,0.581268135079037,0.530146296192176,-945.637041222671
"121",121,0.561456702969028,0.512839039491963,-945.475052059819
"122",122,0.532055467817829,0.486679408589399,-945.507643996621
"123",123,0.535294124931939,0.480810364882237,-945.938987476678
"124",124,0.536046101303074,0.489426833850684,-945.515648916409
"125",125,0.493550671298732,0.4857613800261,-946.410757716006
"126",126,0.548655409186868,0.541640404254104,-945.850326136013
"127",127,0.570765298014762,0.534714386626499,-945.197770191209
"128",128,0.595265990701625,0.544374322170907,-945.736000516532
"129",129,0.544540317263364,0.579087455511597,-948.388179661786
"130",130,0.588602390532575,0.540832321381363,-945.55851909434
"131",131,0.57541251285902,0.544371623496988,-945.222748518895
"132",132,0.548230748983023,0.544562175966312,-946.02904177884
"133",133,0.594681511603864,0.514677343832004,-948.101099565468
"134",134,0.524895399314789,0.475141509002304,-945.802451194488
"135",135,0.504384566621144,0.49157920815482,-945.980067471645
"136",136,0.523404914516917,0.486959919445127,-945.373966179195
"137",137,0.518312065501538,0.479957307209074,-945.483105607749
"138",138,0.509886060357635,0.507475419650558,-946.354636061278
"139",139,0.502472888708069,0.456268531550193,-946.081176940483
"140",140,0.489679251977809,0.455784949644383,-946.05698832351
"141",141,0.495824565160281,0.46548497380603,-945.852981943036
"142",142,0.517064884376157,0.491816828607508,-945.451167496924
"143",143,0.504336178201128,0.481021283345404,-945.699657417174
"144",144,0.501802275744845,0.477515870778788,-945.739376007716
"145",145,0.538329963863037,0.529164921093092,-945.761858621604
"146",146,0.551531032469046,0.524572932144194,-945.180884369345
"147",147,0.512568890415838,0.468213855700473,-945.769222371511
"148",148,0.513799820056729,0.515221435677728,-946.506404809813
"149",149,0.585895996883544,0.549306717154416,-945.310654943859
"150",150,0.5431372754154,0.507417371435739,-945.188718648262
"151",151,0.51170810709769,0.507128025918722,-946.218736654676
"152",152,0.561636420913768,0.513793889243716,-945.443743081933
"153",153,0.531796822744103,0.490278508466462,-945.382988376568
"154",154,0.524041169080991,0.514810614332771,-945.851845649903
"155",155,0.570465498379355,0.555794559497998,-945.576283219218
"156",156,0.581611406681342,0.557889484005035,-945.379599704966
"157",157,0.596417024234503,0.542613561954712,-945.876386038014
"158",158,0.590820677210999,0.573725441864434,-945.68057470296
"159",159,0.595009025196012,0.555503701698579,-945.433606326856
"160",160,0.557601443094795,0.551481243687564,-945.913872481285
"161",161,0.589321079646379,0.564345887058789,-945.433521557478
"162",162,0.591079216224875,0.550473710336648,-945.405694992032
"163",163,0.581964803620924,0.587169335791942,-946.790518726664
"164",164,0.628420247669152,0.602083960049215,-946.045669748551
"165",165,0.634806919590455,0.589904840920312,-946.159579951302
"166",166,0.618148144173446,0.592771710041781,-945.863704046138
"167",167,0.653032800404096,0.640213195266976,-947.091427875516
"168",168,0.665516279631001,0.618587176711716,-946.901405601646
"169",169,0.65372514248817,0.627604227567265,-946.637771425055
"170",170,0.666487611947536,0.621810006609919,-946.88773449845
"171",171,0.609980285034109,0.56198987506053,-945.809085728534
"172",172,0.561757401467298,0.570730138479309,-946.858266461806
"173",173,0.635231078163328,0.637517200522261,-947.541862971689
"174",174,0.66123978641084,0.620119247886944,-946.713609558302
"175",175,0.64894254436656,0.588525144927778,-947.013793297465
"176",176,0.558169981661029,0.501602200047298,-945.901723615987
"177",177,0.561734312055275,0.541811679912963,-945.346703500514
"178",178,0.574734916217402,0.530607828140094,-945.353759902875
"179",179,0.575606809054125,0.557206664259946,-945.476922827317
"180",180,0.574328224297908,0.534057849769331,-945.266917268866
"181",181,0.545712308759925,0.530396330488706,-945.482395284045
"182",182,0.54399128795936,0.491718840842075,-945.720722040511
"183",183,0.510699646695838,0.507983232978024,-946.327164056106
"184",184,0.536012835853911,0.51444903416277,-945.327589251025
"185",185,0.526552822783786,0.494432539359017,-945.296329187102
"186",186,0.520477897603684,0.52042929154563,-946.352755940275
"187",187,0.512884698327864,0.51786322586035,-946.715627011304
"188",188,0.550657710765168,0.535837339688947,-945.498149116143
"189",189,0.553705508917933,0.535971537150284,-945.395810629722
"190",190,0.583401097775268,0.558076279095663,-945.362979548761
"191",191,0.602406172295721,0.564844305791221,-945.509170103262
"192",192,0.60634328060873,0.560503079733701,-945.697697907701
"193",193,0.608068254807257,0.57991996144323,-945.636591745885
"194",194,0.602185250392589,0.573117943956281,-945.5333205705
"195",195,0.616642659622419,0.590092169419029,-945.811637623425
"196",196,0.620360327713504,0.552311068498178,-947.05847143267
"197",197,0.549171946818673,0.555785789167881,-946.649794031536
"198",198,0.61064806900366,0.578564529237151,-945.634701611387
"199",199,0.584625136949816,0.521195457179664,-946.398571109158
"200",200,0.525683656701748,0.510075520961245,-945.580093309129
"201",201,0.540861076846226,0.50725678792524,-945.18459862638
"202",202,0.532046562063528,0.501731448416235,-945.241560265563
"203",203,0.535752241888543,0.52153220131616,-945.557058694586
"204",204,0.569299086785395,0.525616181468042,-945.319349730409
"205",205,0.534530164551335,0.505882277138256,-945.229444659653
"206",206,0.528818869102667,0.509445304606759,-945.434998957024
"207",207,0.557555372271945,0.542464269446454,-945.497972629211
"208",208,0.606160815021625,0.548934368299478,-946.154692117803
"209",209,0.550279600336897,0.489024690706658,-946.285430074299
"210",210,0.488877038324814,0.460654766854725,-946.043202817954
"211",211,0.504350150658019,0.461809874036727,-945.880275301907
"212",212,0.50974266610998,0.497524330507858,-945.908387886456
"213",213,0.504136754546951,0.521901619897823,-947.533324789155
"214",214,0.552738138535233,0.495798774888286,-945.950120674083
"215",215,0.535155925293045,0.523464343014522,-945.662529368973
"216",216,0.525565962602105,0.530910599725382,-946.620591342978
"217",217,0.60505429485294,0.594898157849749,-946.191285982643
"218",218,0.634878250362829,0.60858723249573,-946.184916851928
"219",219,0.64257497596304,0.604008616912609,-946.250720144087
"220",220,0.627724524950761,0.582032421543551,-946.039049828404
"221",221,0.569074001304952,0.579978970988544,-947.044643592548
"222",222,0.570959325910975,0.535307018530059,-945.196166432437
"223",223,0.57013733902229,0.547614931227465,-945.31799140845
"224",224,0.567058382847244,0.534736008556033,-945.171126110013
"225",225,0.564776614059775,0.54596708597426,-945.393568519213
"226",226,0.567162179947855,0.556823890685766,-945.745983429151
"227",227,0.561753642861623,0.502383542748769,-946.082106414235
"228",228,0.581424192077951,0.497713821937221,-948.613753680233
"229",229,0.540357286847612,0.490129628343232,-945.641762262936
"230",230,0.525005311697308,0.511399067417361,-945.659449423941
"231",231,0.548744469501116,0.514208187846814,-945.158766394738
"232",232,0.570186039627689,0.53321666187032,-945.20247988406
"233",233,0.574020085064223,0.536475329958772,-945.228015515334
"234",234,0.518547127936158,0.499778546921376,-945.561876696059
"235",235,0.556851086545878,0.549690632759922,-945.856749438294
"236",236,0.616976553863478,0.600676782621414,-946.124345967911
"237",237,0.633557604854704,0.661170416161685,-949.4129614634
"238",238,0.708249157674022,0.652882749766966,-948.310650390846
"239",239,0.626291080795884,0.544255618088496,-948.546183831993
"240",240,0.585182773009284,0.54912140116773,-945.300947190047
"241",241,0.600987426799105,0.590874619895702,-946.128570973998
"242",242,0.619449277124359,0.588428455189786,-945.797189180222
"243",243,0.632171807877927,0.602583131354751,-946.067801873673
"244",244,0.612227012662242,0.554150200029258,-946.274888734179
"245",245,0.600586618780921,0.576375527285004,-945.597756931576
"246",246,0.61294947272758,0.58232250122506,-945.685699892972
"247",247,0.592161028696321,0.549075261427976,-945.46257984584
"248",248,0.588726771508197,0.562327507092433,-945.399426798899
"249",249,0.587357293110463,0.552731760627567,-945.317310762124
"250",250,0.578229676481801,0.549485395219348,-945.263617025589
"251",251,0.582275296740649,0.548977065807866,-945.269142216606
"252",252,0.595352446122964,0.574697621282958,-945.619533579506
"253",253,0.577650321985299,0.516517456176106,-946.20550122211
"254",254,0.53937632219876,0.504232671091371,-945.203935259336
"255",255,0.544560969609924,0.508083732655403,-945.19043424777
"256",256,0.537205153594939,0.514248521527694,-945.290255526045
"257",257,0.527625064792417,0.516120796338106,-945.720747569715
"258",258,0.5278526373526,0.519282344750951,-945.849513211868
"259",259,0.564713943913422,0.552491965365331,-945.645353422495
"260",260,0.593044283016943,0.583111999381572,-946.022561574233
"261",261,0.624738208040349,0.603575753489655,-946.103916424668
"262",262,0.616985047443247,0.585980966690333,-945.752484354397
"263",263,0.622546535329479,0.591485055817854,-945.855069534622
"264",264,0.629070129309575,0.590075484754523,-945.967893709442
"265",265,0.601252130620284,0.574150317830181,-945.54913980693
"266",266,0.619301274485329,0.563525684598704,-946.252592470028
"267",267,0.598085815307013,0.582952147683306,-945.855465561011
"268",268,0.615101659771523,0.593497294340758,-945.904911147506
"269",269,0.622636679440233,0.586153656083756,-945.833718283643
"270",270,0.623474551011706,0.585225818607027,-945.855926234668
"271",271,0.608347874246689,0.645292677114924,-949.496828693907
"272",272,0.624661241832688,0.582260824317505,-945.92093358763
"273",273,0.593489646877263,0.578001798886449,-945.77716224293
"274",274,0.623850930896499,0.593278426450883,-945.885550473823
"275",275,0.616712439387289,0.59526331745307,-945.939130253459
"276",276,0.620754124203676,0.615711730460651,-946.758540323722
"277",277,0.658130383314579,0.584241120545709,-948.153155497749
"278",278,0.607144204136515,0.592541419683791,-946.019214758498
"279",279,0.595321582001848,0.567698495905236,-945.459172700068
"280",280,0.59057243222596,0.549893255702125,-945.401632158274
"281",281,0.566732622026035,0.547443593113382,-945.388342793046
"282",282,0.577223075415148,0.544921814664512,-945.230294542926
"283",283,0.536560282990086,0.566644170981874,-948.085375671109
"284",284,0.549895914086139,0.481002609947942,-946.997073942142
"285",285,0.530902751563006,0.499599744668088,-945.250750809039
"286",286,0.567823698826992,0.525093757106429,-945.290362433825
"287",287,0.564803054800829,0.55021838303941,-945.545996163662
"288",288,0.585410797507289,0.54150469914857,-945.418837171601
"289",289,0.56595253329203,0.519660920011503,-945.390330998086
"290",290,0.559226948769568,0.547334403160892,-945.636124381181
"291",291,0.551480613091625,0.500548759832547,-945.604308937215
"292",292,0.510832206976176,0.505467680291841,-946.192850741257
"293",293,0.514104179445464,0.470290562331253,-945.718099105756
"294",294,0.531681418249205,0.585654072764787,-949.431913793375
"295",295,0.570856261309295,0.585998249057158,-947.351494857377
"296",296,0.604640962965812,0.636585850229179,-949.062187664459
"297",297,0.563741258981199,0.481852156254351,-948.470584978832
"298",298,0.461048539817885,0.426716786059066,-947.188013824027
"299",299,0.47448365053371,0.474060550410312,-947.271734509226
"300",300,0.52559283275214,0.519182248218357,-945.971769280808
"301",301,0.530674828304013,0.51752113978088,-945.629892633793
"302",302,0.564845045139239,0.512372091452363,-945.653526716498
"303",303,0.535337171380602,0.497812771349921,-945.262935385064
"304",304,0.533470111873009,0.515094576554361,-945.428480094684
"305",305,0.544502573133549,0.538312597871838,-945.894561536014
"306",306,0.553711290754732,0.520785636784331,-945.145460563696
"307",307,0.551280467828533,0.511309151453426,-945.223220127327
"308",308,0.578104290494705,0.583773891328376,-946.778480111254
"309",309,0.603880850443302,0.543916245021927,-946.291411689242
"310",310,0.578672725369087,0.524579531784979,-945.767991386982
"311",311,0.565603243992158,0.559605193971286,-945.958104941837
"312",312,0.540310411818755,0.556077757032317,-947.219150222756
"313",313,0.615281230450828,0.585655995711154,-945.737721520583
"314",314,0.605607049448827,0.628348855624226,-948.41535813628
"315",315,0.648805587380542,0.606220812730213,-946.425991889162
"316",316,0.600826064873266,0.526967921442067,-947.418203450994
"317",317,0.516236175097854,0.468539067112189,-945.84617192091
"318",318,0.491200669770349,0.472177701451328,-946.091385653961
"319",319,0.510840867146378,0.483056052165464,-945.52819473459
"320",320,0.523773393189338,0.491448537599787,-945.329817278179
"321",321,0.523754734778905,0.501881167622226,-945.423619724398
"322",322,0.513635961135975,0.458538018626922,-946.3496168874
"323",323,0.477166859007749,0.442244419935584,-946.500782298111
"324",324,0.470449536897653,0.474591969804687,-947.611145550499
"325",325,0.469752636971146,0.442367144623193,-946.718063889392
"326",326,0.460997260938671,0.434145177233066,-947.104723768586
"327",327,0.503813650810627,0.465814780668469,-945.757899901089
"328",328,0.526102088355539,0.516715986548816,-945.826242401047
"329",329,0.57263717797984,0.5142421859506,-946.006804538135
"330",330,0.509523549091141,0.555514436535848,-948.964478748035
"331",331,0.591012830627075,0.526033969458979,-946.549392371016
"332",332,0.529590447077859,0.475813984433944,-945.968267978071
"333",333,0.498700558575793,0.476418055768793,-945.839045656713
"334",334,0.531884776516301,0.529379696062679,-946.132327270705
"335",335,0.579142252379897,0.557522013711687,-945.409391634684
"336",336,0.53818420720851,0.471332599092403,-946.930899110773
"337",337,0.488757366707843,0.450824568724512,-946.16721770725
"338",338,0.461296993058874,0.436306494874712,-947.092966072876
"339",339,0.464558594918068,0.422641460589235,-947.269919786435
"340",340,0.482189990051619,0.458223915689603,-946.275516619238
"341",341,0.49474359751411,0.453207011566714,-946.097497544258
"342",342,0.518736469186401,0.462317339507997,-946.338951018519
"343",343,0.478354772290019,0.410006876749137,-948.92618332075
"344",344,0.459437209269098,0.410682605668876,-947.922931038504
"345",345,0.448174815863712,0.521678543770196,-950.793878114527
"346",346,0.517181806658423,0.464918138387086,-946.082987194098
"347",347,0.540210278712771,0.517822194307311,-945.287589796854
"348",348,0.541755958905976,0.543781442844279,-946.361372375041
"349",349,0.553732828253119,0.516808081404189,-945.171235375207
"350",350,0.54678607022398,0.511526493191606,-945.169673601203
"351",351,0.538318230154488,0.524096896854981,-945.544935925137
"352",352,0.568243436670215,0.543345033607967,-945.255188985232
"353",353,0.551543290966169,0.563902347665921,-947.028163282285
"354",354,0.561512043940542,0.560429889704257,-946.216225336204
"355",355,0.590671963877565,0.551420431087311,-945.382761694318
"356",356,0.603185929417368,0.587673451486159,-945.917050545642
"357",357,0.60519381407752,0.585796126818401,-945.804793457684
"358",358,0.63423900339568,0.594119645951726,-946.0809172821
"359",359,0.621063581194528,0.581112753454207,-945.825134889654
"360",360,0.6387482339088,0.576169198567774,-946.945747628877
"361",361,0.564463276179545,0.603982995887948,-948.88769924216
"362",362,0.62427618620156,0.593890622220827,-945.896026782085
"363",363,0.627361145774147,0.606470354993153,-946.166429793242
"364",364,0.632017747480985,0.577374955247364,-946.409779634025
"365",365,0.637146178672664,0.629732268241679,-946.979281340334
"366",366,0.642487123713938,0.61928949559241,-946.435171955867
"367",367,0.664245998231141,0.609890183235178,-947.078408583775
"368",368,0.616084463379069,0.632074461371752,-948.123069027603
"369",369,0.616623722515262,0.57388533020806,-945.786104633955
"370",370,0.598757874559627,0.567593089025755,-945.463450870364
"371",371,0.598018590406832,0.555761389695066,-945.511343571198
"372",372,0.577539687752476,0.58806453522629,-947.103724775017
"373",373,0.590532794685578,0.568563686679834,-945.520058540824
"374",374,0.571294038427419,0.524199643973448,-945.431761943495
"375",375,0.588728982694722,0.524421980110577,-946.484567176178
"376",376,0.554222336686244,0.579021254500984,-947.849881087556
"377",377,0.636884377917501,0.590905507027561,-946.223804352077
"378",378,0.604651065653199,0.556489983998576,-945.742751884685
"379",379,0.602775486669996,0.583461899808,-945.769586630112
"380",380,0.606532034447332,0.592497940195403,-946.033527775525
"381",381,0.611530216411019,0.637603698302333,-948.781607237132
"382",382,0.68094106551626,0.638170320573583,-947.256809341432
"383",383,0.680423413270761,0.636565991757944,-947.253010949176
"384",384,0.703896657650015,0.684321336950378,-948.3145524959
"385",385,0.71047221403893,0.699596328799583,-948.92426008108
"386",386,0.727089727991279,0.674926264820609,-948.81474263608
"387",387,0.693053330920368,0.650173904301657,-947.609872434344
"388",388,0.679582101051174,0.638009568587074,-947.209364598025
"389",389,0.651501767339462,0.573038851585371,-948.47852266558
"390",390,0.554290514614684,0.497583360845052,-945.926650875739
"391",391,0.505550683642614,0.476887946095928,-945.626048470678
"392",392,0.488272034961289,0.446881791627411,-946.291534540239
"393",393,0.495305494508726,0.450110638139553,-946.231486697469
"394",394,0.521774471302184,0.495693193453719,-945.377850089515
"395",395,0.522937657892581,0.511117177467156,-945.750693478807
"396",396,0.540283750732008,0.560490816112042,-947.496383980811
"397",397,0.556160620332248,0.484461827103227,-947.241004856882
"398",398,0.476166900383897,0.450148304880489,-946.470016816491
"399",399,0.510207073205464,0.47226873089024,-945.61913114339
"400",400,0.508307611599881,0.480940192405512,-945.577248857193
