Order,species,SCS,haploid-homo
Diptera,Anopheles sp,XY,3
Diptera,Anopheles stephensi,XY,3
Diptera,Anopheles strodei,XY,3
Diptera,Anopheles subpictus,XY,3
Diptera,Anopheles sundaicus,not reported,3
Diptera,Anopheles superpictus,not reported,3
Diptera,Anopheles takasagoensis,XY,3
Diptera,Anopheles tessellatus,not reported,3
Diptera,Anopheles umbrosus,XY,3
Diptera,Anopheles vagus,not reported,3
Diptera,Anopheles varuna,XY,3
Diptera,Anopheles vestitipennis,not reported,3
Diptera,Aphiocaeta sp,not reported,3
Diptera,Armigeres obturbans,not reported,3
Diptera,Armigeres subalbatus,not reported,3
Diptera,Baccha elongata,XY,3
Diptera,Baccha obscuripennis,XY,3
Diptera,Cerodontha angulata,XY,3
Diptera,Chaoborus americanus,not reported,3
Diptera,Chaoborus flavicans,not reported,3
Diptera,Chaoborus punctipennis,not reported,3
Diptera,Chaoborus trivittatus,not reported,3
Diptera,Chironomus beljaninae,not reported,3
Diptera,Chironomus commutatus,not reported,3
Diptera,Chironomus crassicaudatus,not reported,3
Diptera,Chironomus nudiventris,not reported,3
Diptera,Chironomus propepulcher,not reported,3
Diptera,Chironomus sp.,not reported,3
Diptera,Chironomus staegeri,not reported,3
Diptera,Chironomus tuvanicusspec.nov.,not reported,3
Diptera,Chironomus valkanovi,not reported,3
Diptera,Cnephia dacotensis,not reported,3
Diptera,Cnephia eremites,not reported,3
Diptera,Cnephia ornithophilia,not reported,3
Diptera,Cnephia pecuarum,not reported,3
Diptera,Cnetha shutovae,not reported,3
Diptera,Corethra plumicornis,not reported,3
Diptera,Corethrella brakeleyi,not reported,3
Diptera,Cremifania nigrocellulata,XY,3
Diptera,Cricotopus bicinctus,not reported,3
Diptera,Cricotopus f.l.ex.grtrifaciasp.1,not reported,3
Diptera,Cricotopus f.l.ex.grtrifaciasp.2,not reported,3
Diptera,Cryptochironomus defectus,not reported,3
Diptera,Culex annulus,not reported,3
Diptera,Culex apicalis,XY,3
Diptera,Culex bitaeniorhynchus,not reported,3
Diptera,Culex fuscanus,not reported,3
Diptera,Culex fuscocephala,not reported,3
Diptera,Culex gelidus,not reported,3
Diptera,Culex hayashii,not reported,3
Diptera,Culex neolitoralis,not reported,3
Diptera,Culex pipiens,not reported,3
Diptera,Culex pseudovishnui,not reported,3
Diptera,Culex quinquefasciatus,not reported,3
Diptera,Culex raptor,not reported,3
Diptera,Culex sitiens,not reported,3
Diptera,Culex spicalis,not reported,3
Diptera,Culex tarsalis,not reported,3
Diptera,Culex territans,not reported,3
Diptera,Culex theileri,XY,3
Diptera,Culex tritaeniorhrynchus,not reported,3
Diptera,Culex tritaeniorhynchus,not reported,3
Diptera,Culicoides variipennis,not reported,3
Diptera,Culiseta melanura,not reported,3
Diptera,Culiseta morsitans,not reported,3
Diptera,Demeijerea rufipes,not reported,3
Diptera,Demicryptochironomus gr.Vulneratus,not reported,3
Diptera,Dicranomyia trinotata,not reported,3
Diptera,Dixa dilatata,not reported,3
Diptera,Dixella autumnalis,not reported,3
Diptera,Drosophila albomicans,not reported,3
Diptera,Drosophila alpina,not reported,3
Diptera,Drosophila annulipes,XY,3
Diptera,Drosophila annulipes,not reported,3
Diptera,Drosophila aracea,not reported,3
Diptera,Drosophila aracea,not reported,3
Diptera,Drosophila aracea,not reported,3
Diptera,Drosophila aracea,not reported,3
Diptera,Drosophila atalaia,XY,3
Diptera,Drosophila austrosaltans,not reported,3
Diptera,Drosophila baimaii,XY,3
Diptera,Drosophila barbarae,XY,3
Diptera,Drosophila biauraria,XY,3
Diptera,Drosophila biopaca,not reported,3
Diptera,Drosophila bocainensis,XY,3
Diptera,Drosophila bocainensis,XY,3
Diptera,Drosophila bocainensis,not reported,3
Diptera,Drosophila bocainoides,not reported,3
Diptera,Drosophila bryani,not reported,3
Diptera,Drosophila busckii,not reported,3
Diptera,Drosophila busckii,XY,3
Diptera,Drosophila canalinea,XY,3
Diptera,Drosophila capricorni,XY,3
Diptera,Drosophila cordata,not reported,3
Diptera,Drosophila denticulata,XY,3
Diptera,Drosophila denticulata,XY,3
Diptera,Drosophila dreyfusi,XY,3
Diptera,Drosophila earlei,not reported,3
Diptera,Drosophila elliptica,not reported,3
Diptera,Drosophila elliptica,not reported,3
Diptera,Drosophila elliptica,not reported,3
Diptera,Drosophila emarginata,not reported,3
Diptera,Drosophila emarginata,not reported,3
Diptera,Drosophila emarginata,not reported,3
Diptera,Drosophila equinioxialis,XY,3
Diptera,Drosophila eugracilis,XY,3
Diptera,Drosophila fumipennis,XY,3
Diptera,Drosophila fumipennis,not reported,3
Diptera,Drosophila insularis,not reported,3
Diptera,Drosophila kanapiae,XY,3
Diptera,Drosophila khaoyana,XY,3
Diptera,Drosophila lamottei,XY,3
Diptera,Drosophila latifasciaeformis,not reported,3
Diptera,Drosophila lucipennis,XY,3
Diptera,Drosophila lusaltans,not reported,3
Diptera,Drosophila mangabeirai,not reported,3
Diptera,Drosophila montana,not reported,3
Diptera,Drosophila nasuta albomicans,not reported,3
Diptera,Drosophila nebulosa,not reported,3
Diptera,Drosophila nebulosa,XY,3
Diptera,Drosophila neocordata,not reported,3
Diptera,Drosophila neoelliptica,not reported,3
Diptera,Drosophila neoguaramunu,XY,3
Diptera,Drosophila neohypocausta,XY,3
Diptera,Drosophila neosaltans,not reported,3
Diptera,Drosophila nigrosaltans,not reported,3
Diptera,Drosophila orosa,XY,3
Diptera,Drosophila parabocainensis,not reported,3
Diptera,Drosophila paralutea,XY,3
Diptera,Drosophila parasaltans,not reported,3
Diptera,Drosophila parvula,XY,3
Diptera,Drosophila paulistorum,XY,3
Diptera,Drosophila paulistorum,not reported,3
Diptera,Drosophila pavlovskiana,not reported,3
Diptera,Drosophila pennae,not reported,3
Diptera,Drosophila pinicola,XY,3
Diptera,Drosophila prosaltans,not reported,3
Diptera,Drosophila prosaltans I,XY,3
Diptera,Drosophila prosaltansII,not reported,3
Diptera,Drosophila prostipennis,XY,3
Diptera,Drosophila pseudoobscura bogotana,XY,3
Diptera,Drosophila pseudosaltans,not reported,3
Diptera,Drosophila quadraria,XY,3
Diptera,Drosophila quinaria,XY,3
Diptera,Drosophila rectangularis,not reported,3
Diptera,Drosophila saltans,not reported,3
Diptera,Drosophila saltans,not reported,3
Diptera,Drosophila sellata,not reported,3
Diptera,Drosophila septentriosaltans,not reported,3
Diptera,Drosophila sturtevanti,XY,3
Diptera,Drosophila sturtevanti,not reported,3
Diptera,Drosophila sturtevanti,not reported,3
Diptera,Drosophila subsaltans,not reported,3
Diptera,Drosophila sucinea,XY,3
Diptera,Drosophila sucinea,XY,3
Diptera,Drosophila takahashii,XY,3
Diptera,Drosophila tranquilla,not reported,3
Diptera,Drosophila trapezifrons,not reported,3
Diptera,Drosophila triauraria,XY,3
Diptera,Drosophila trilutea,XY,3
Diptera,Drosophila tropicalis,XY,3
Diptera,Drosophila tropicalis cubana,not reported,3
Diptera,Drosophila truncata,not reported,3
Diptera,Drosophila willistoni,XY,3
Diptera,Drosophila willistoni,not reported,3
Diptera,Drosophila willistoni quechua,not reported,3
Diptera,Drosophila wingei,not reported,3
Diptera,Ectemnia invenusta,not reported,3
Diptera,Ectemnia primaeva,not reported,3
Diptera,Ectemnia reclusa,not reported,3
Diptera,Ectemnia taeniatifrons,not reported,3
Diptera,Endochironomus tendens,not reported,3
Diptera,Eretmapodites chryosogaster,not reported,3
Diptera,Eusimulium vernum,XY,3
Diptera,Ficalbia chamberlainiclavipalpus,XY,3
Diptera,Ficalbia hybrida,XY,3
Diptera,Ficalbia minima,XY,3
Diptera,Gigantodax adleri,not reported,3
Diptera,Glyptotendipes sp,not reported,3
Diptera,Greniera humeralis,XY,3
Diptera,Gymnopais dichopticoides,not reported,3
Diptera,Gymnopais dichopticus,not reported,3
Diptera,Gymnopais fimbriatus,not reported,3
Diptera,Gymnopais holopticoides,not reported,3
Diptera,Gymnopais holopticus,not reported,3
Diptera,Haemagogus equinus,not reported,3
Diptera,Helodon alpestris,not reported,3
Diptera,Helodon aonychodactylus,not reported,3
Diptera,Helodon beardi,not reported,3
Diptera,Helodon chaos,not reported,3
Diptera,Helodon decemarticulatus,not reported,3
Diptera,Helodon diadelphus,not reported,3
Diptera,Helodon gibsoni,not reported,3
Diptera,Helodon irkutensis,not reported,3
Diptera,Helodon mccreadiei,not reported,3
Diptera,Helodon newmani,not reported,3
Diptera,Helodon onychodactylus,not reported,3
Diptera,Helodon pleuralis,not reported,3
Diptera,Helodon protus,not reported,3
Diptera,Helodon susanae,not reported,3
Diptera,Helodon trochus,not reported,3
Diptera,Helodon vernalis,not reported,3
Diptera,Kiefferulus tendipediformis(cytotype2),not reported,3
Diptera,Lipiniella arenicola,not reported,3
Diptera,Lutzia fuscana,not reported,3
Diptera,Lutzomyia trapidoi,not reported,3
Diptera,Mansonia peturbans,not reported,3
Diptera,Megaselia scalaris,not reported,3
Diptera,Megaselia scalaris,XY,3
Diptera,Melusine sp.,not reported,3
Diptera,Metacnephia borealis,not reported,3
Diptera,Metacnephia coloradensis,XY,3
Diptera,Metacnephia jeanae,XY,3
Diptera,Metacnephia saileri,not reported,3
Diptera,Metacnephia sommermanae,not reported,3
Diptera,Metacnephia villosa,XY,3
Diptera,Monodiamesa bathyphila,not reported,3
Diptera,Monodiamesa sp.,not reported,3
Diptera,Mycetobia pallipes,XY,3
Diptera,Odagmia gribae,not reported,3
Diptera,Palaeodixa frizzii,not reported,3
Diptera,Phlebotomus argentipes,not reported,3
Diptera,Phlebotomus colabaensis,not reported,3
Diptera,Pholadoris baeomyia,not reported,3
Diptera,Pholadoris baeomyia,XY,3
Diptera,Pholadoris mirim,not reported,3
Diptera,Plagiostenopterina sp1.,XY,3
Diptera,Plagiostenopterina sp2.,XY,3
Diptera,Prodiamesa bureschi,not reported,3
Diptera,Prodiamesa levanidovae,not reported,3
Diptera,Prodiamesa olivacea,not reported,3
Diptera,Prodiamesa olivacea,not reported,3
Diptera,Prodiamesa sp.,not reported,3
Diptera,Propsilocerus akamusi,not reported,3
Diptera,Propsilocerus jacuticus,not reported,3
Diptera,Prosimulium albionense,not reported,3
Diptera,Prosimulium approximatum,not reported,3
Diptera,Prosimulium arvum,not reported,3
Diptera,Prosimulium canutum,not reported,3
Diptera,Prosimulium caudatum,not reported,3
Diptera,Prosimulium clandestinum,not reported,3
Diptera,Prosimulium constrictistylum,not reported,3
Diptera,Prosimulium daviesi,not reported,3
Diptera,Prosimulium dicentum,not reported,3
Diptera,Prosimulium dicum,not reported,3
Diptera,Prosimulium doveri,not reported,3
Diptera,Prosimulium esselbaughi,not reported,3
Diptera,Prosimulium exigens,not reported,3
Diptera,Prosimulium flaviantennus,not reported,3
Diptera,Prosimulium fontanum,not reported,3
Diptera,Prosimulium formosum,not reported,3
Diptera,Prosimulium frohnei,not reported,3
Diptera,Prosimulium fulvithorax,not reported,3
Diptera,Prosimulium fulvum,not reported,3
Diptera,Prosimulium fuscum,not reported,3
Diptera,Prosimulium idemai,not reported,3
Diptera,Prosimulium impostor,XY,3
Diptera,Prosimulium longirostrum,XY,3
Diptera,Prosimulium macropygum,not reported,3
Diptera,Prosimulium magnum,not reported,3
Diptera,Prosimulium magnum,not reported,3
Diptera,Prosimulium minifulvum,not reported,3
Diptera,Prosimulium mixtum,not reported,3
Diptera,Prosimulium multidentatum,not reported,3
Diptera,Prosimulium neomacropyga,not reported,3
Diptera,Prosimulium rhizophorum,not reported,3
Diptera,Prosimulium rusticum,not reported,3
Diptera,Prosimulium saltus,not reported,3
Diptera,Prosimulium secretum,not reported,3
Diptera,Prosimulium shewelli,not reported,3
Diptera,Prosimulium transbrachium,not reported,3
Diptera,Prosimulium travisi,not reported,3
Diptera,Prosimulium uinta,not reported,3
Diptera,Prosimulium unicum,XY,3
Diptera,Prosimulium ursinum,not reported,3
Diptera,Prosimulium ventosum,not reported,3
Diptera,Pseudodiamesa branickii,not reported,3
Diptera,Psorophora signipennis,XY,3
Diptera,Rivellia sp.,XY,3
Diptera,Rivellia sp.Probably viridulans,XY,3
Diptera,Rivellia viridulans,XY,3
Diptera,Sabethes cyaneus,not reported,3
Diptera,Seioptera vibrans,XY,3
Diptera,Sergentia electa,not reported,3
Diptera,Sergentia profundorum,not reported,3
Diptera,Simuium usovae,not reported,3
Diptera,Simulium 'species O',not reported,3
Diptera,Simulium aestivum,not reported,3
Diptera,Simulium anatinum,not reported,3
Diptera,Simulium anchistinum,not reported,3
Diptera,Simulium annulus,not reported,3
Diptera,Simulium appalachiense,not reported,3
Diptera,Simulium apricarium,not reported,3
Diptera,Simulium aranti,not reported,3
Diptera,Simulium arcticum,not reported,3
Diptera,Simulium arcticum,not reported,3
Diptera,Simulium arcticum,not reported,3
Diptera,Simulium argus,not reported,3
Diptera,Simulium aureohirtum,not reported,3
Diptera,Simulium baffinense,not reported,3
Diptera,Simulium balteatum,XY,3
Diptera,Simulium bicorne,not reported,3
Diptera,Simulium bidentatum,not reported,3
Diptera,Simulium brevicercum,not reported,3
Diptera,Simulium bricenoi,XY,3
Diptera,Simulium burgeri,not reported,3
Diptera,Simulium canadense,not reported,3
Diptera,Simulium canonicolum,XY,3
Diptera,Simulium carbunculum,XY,3
Diptera,Simulium chlorum,not reported,3
Diptera,Simulium chromatinum,XY,3
Diptera,Simulium chromocentrum,XY,3
Diptera,Simulium clarkei,not reported,3
Diptera,Simulium confusum,not reported,3
Diptera,Simulium congareenarum,not reported,3
Diptera,Simulium conicum,not reported,3
Diptera,Simulium conundrum,not reported,3
Diptera,Simulium craigi,XY,3
Diptera,Simulium croxtoni,not reported,3
Diptera,Simulium currieri,not reported,3
Diptera,Simulium decimatum,not reported,3
Diptera,Simulium decorum,XY,3
Diptera,Simulium definitum,not reported,3
Diptera,Simulium defoliarti,XY,3
Diptera,Simulium dixiense,not reported,3
Diptera,Simulium emarginatum,not reported,3
Diptera,Simulium excisum,not reported,3
Diptera,Simulium fibrinflatum,not reported,3
Diptera,Simulium fionae,not reported,3
Diptera,Simulium fontinale,not reported,3
Diptera,Simulium freemani,not reported,3
Diptera,Simulium furculatum,not reported,3
Diptera,Simulium giganteum,not reported,3
Diptera,Simulium gouldingi,not reported,3
Diptera,Simulium haysi,not reported,3
Diptera,Simulium hematophilum,XY,3
Diptera,Simulium hunteri,not reported,3
Diptera,Simulium impar,not reported,3
Diptera,Simulium incognitum,not reported,3
Diptera,Simulium infernale,not reported,3
Diptera,Simulium innocens,XY,3
Diptera,Simulium innoxium,not reported,3
Diptera,Simulium iriartei,not reported,3
Diptera,Simulium irritatum,not reported,3
Diptera,Simulium jenningsi,not reported,3
Diptera,Simulium joculator,not reported,3
Diptera,Simulium johannseni,not reported,3
Diptera,Simulium jonesi,not reported,3
Diptera,Simulium krebsorum,not reported,3
Diptera,Simulium lakei,not reported,3
Diptera,Simulium loerchae,not reported,3
Diptera,Simulium luggeri,not reported,3
Diptera,Simulium malyschevi,not reported,3
Diptera,Simulium merritti,XY,3
Diptera,Simulium metallicum,XY,3
Diptera,Simulium minus,XY,3
Diptera,Simulium minutum,not reported,3
Diptera,Simulium modicum,not reported,3
Diptera,Simulium molestum,not reported,3
Diptera,Simulium moultoni,not reported,3
Diptera,Simulium murmanum,XY,3
Diptera,Simulium mysterium,XY,3
Diptera,Simulium nebulosum,XY,3
Diptera,Simulium negativum,not reported,3
Diptera,Simulium noelleri,not reported,3
Diptera,Simulium notiale,not reported,3
Diptera,Simulium nyssa,not reported,3
Diptera,Simulium ornata,not reported,3
Diptera,Simulium ozarkense,not reported,3
Diptera,Simulium parnassum,not reported,3
Diptera,Simulium paynei,not reported,3
Diptera,Simulium perissum,XY,3
Diptera,Simulium petersoni,XY,3
Diptera,Simulium pictipes,not reported,3
Diptera,Simulium pictipes,not reported,3
Diptera,Simulium piperi,not reported,3
Diptera,Simulium piscicidum,not reported,3
Diptera,Simulium podostemi,not reported,3
Diptera,Simulium pugentense,XY,3
Diptera,Simulium quadratum,not reported,3
Diptera,Simulium quebecense,not reported,3
Diptera,Simulium quinquestriatum,not reported,3
Diptera,Simulium remissum,not reported,3
Diptera,Simulium rendalense,XY,3
Diptera,Simulium rivuli,not reported,3
Diptera,Simulium rostratum,not reported,3
Diptera,Simulium rubtzovi,not reported,3
Diptera,Simulium saxosum,not reported,3
Diptera,Simulium silvestre,XY,3
Diptera,Simulium slossonae,not reported,3
Diptera,Simulium snowi,not reported,3
Diptera,Simulium solarii,XY,3
Diptera,Simulium sp,not reported,3
Diptera,Simulium taxodium,not reported,3
Diptera,Simulium tormentor,not reported,3
Diptera,Simulium tribulatum,not reported,3
Diptera,Simulium truncatum,not reported,3
Diptera,Simulium tuberosum,not reported,3
Diptera,Simulium tuberosum,not reported,3
Diptera,Simulium twinni,not reported,3
Diptera,Simulium ubiquitum,not reported,3
Diptera,Simulium vampirum,not reported,3
Diptera,Simulium vandalicum,not reported,3
Diptera,Simulium venustrum,not reported,3
Diptera,Simulium venustrum,not reported,3
Diptera,Simulium verecundum,XY,3
Diptera,Simulium virgatum,not reported,3
Diptera,Simulium vittatum,not reported,3
Diptera,Simulium vittatum,XY,3
Diptera,Simulium vulgare,not reported,3
Diptera,Simulium wyomingense,not reported,3
Diptera,Simulium xingyiense,not reported,3
Diptera,Simulium zephyrus,XY,3
Diptera,Stegopterna acra,XY,3
Diptera,Stegopterna decafilis,not reported,3
Diptera,Stegopterna diplomutata,XY,3
Diptera,Stegopterna emergens,not reported,3
Diptera,Stegopterna mutata,not reported,3
Diptera,Stegopterna permutata,not reported,3
Diptera,Stegopterna trigonium,not reported,3
Diptera,Stegopterna xantha,XY,3
Diptera,Thaumalea testacea,XY,3
Diptera,Thaumastoptera calceata,not reported,3
Diptera,Theobaldia incidens,not reported,3
Diptera,Tipula sp.,not reported,3
Diptera,Tlalocomyia ramifera,not reported,3
Diptera,Tlalocomyia stewarti,not reported,3
Diptera,Toxorhynchites rutilis,not reported,3
Diptera,Toxorhynchites splendens,not reported,3
Diptera,Tripteroides aranoides,not reported,3
Diptera,Twinnia hirticornis,not reported,3
Diptera,Twinnia nova,not reported,3
Diptera,Twinnia tibblesi,not reported,3
Diptera,Wilhelmia equina,not reported,3
Diptera,Wilhelmia lineata,not reported,3
Diptera,Wilhelmia paraequina,not reported,3
Diptera,Wilhelmia pseudequina,not reported,3
Diptera,Wilhelmia salopiensis,not reported,3
Diptera,Wilhelmia veltistshevi,not reported,3
Diptera,Wyeomyia smithii,not reported,3
Hemiptera,Ancepaspis tridentata,,3
Hemiptera,Apiomorpha baeuerleni,,3
Hemiptera,Aspidoproctus maximus ,XO,3
Hemiptera,Cylindrococcus casuarinae,,3
Hemiptera,Gueriniella serratulae,,3
Hemiptera,Hesperoctenes fumarius,XY,3
Hemiptera,Llaveia  axin  ,XO,3
Hemiptera,Llaveia  oaxacoensis ,XO,3
Hemiptera,Llaveiella   taenechina,XO,3
Hemiptera,Mycetococcus  ehrhorni,,3
Hemiptera,Nautococcus   schraderae,XO,3
Hemiptera,Protodiaspis infidelis,,3
Hemiptera,Protortonia primitiva,XO,3
Hemiptera,Rhytidolomia senilis,XY,3
Hymenoptera,Andrena (Hesperandrena) duboisi ,,3
Hymenoptera,Andrena togashii,,3
Hymenoptera,Brachymeria intermedia,,3
Hymenoptera,Microstigmus arlei,,3
Hymenoptera,Microstigmus cooperi,,3
Hymenoptera,Microstigmus luederwaldti,,3
Odonata,Orthemis levis,XY,3
Coleoptera,Eurysternus caribaeus     ,NeoXY,4
Coleoptera,Graphipterus serrator ,,4
Coleoptera,Homoschema nigriventre     ,XY,4
Coleoptera,Xenos sp,,4
Coleoptera,Xylosandrus germanus     ,,4
Dermaptera,Hemimerus bouvieri,complex XY,4
Diptera,Adoxomyia rustica,not reported,4
Diptera,Allographa hortensis,XY,4
Diptera,Allograpta calopoides,not reported,4
Diptera,Allograpta calopus,XY,4
Diptera,Allograpta hortensis,XY,4
Diptera,Allograpta nummularia,XY,4
Diptera,Allograpta pulchra(hybrid?),XY,4
Diptera,Allograpta sp.25,XY,4
Diptera,Allograpta sp.AE,XY,4
Diptera,Allograpta venusta,XY,4
Diptera,Anastrepha montei,XY,4
Diptera,Anastrepha pickeli,XY,4
Diptera,Asphondylia monacha,XO,4
Diptera,Asteromyia rubra,XO,4
Diptera,Axarus festivus,not reported,4
Diptera,Baccha livida,XY,4
Diptera,Baccha maculata,XY,4
Diptera,Baccha norina,XY,4
Diptera,Baccha scutellata,Complex XY,4
Diptera,Baccha virginio,XY,4
Diptera,Betasyrphus adligatus,XY,4
Diptera,Betasyrphus hirticeps,XY,4
Diptera,Betasyrphus sp.C,XY,4
Diptera,Betasyrphus sp.D,XY,4
Diptera,Betasyrphus sp.E,XY,4
Diptera,Betasyrphus sp.F,XY,4
Diptera,Bradysia hygida,XO,4
Diptera,Bunostoma n. sp. Near anomala,not reported,4
Diptera,Bunostoma n. sp. Near anomala,not reported,4
Diptera,Bunostoma n. sp. Near anomala,not reported,4
Diptera,Bunostoma n. sp. Near anomala,not reported,4
Diptera,Cacoxenus indigator,not reported,4
Diptera,Camptochironomus tentans,not reported,4
Diptera,Carposcalis obscura,XY,4
Diptera,Carposcalis sp.,XY,4
Diptera,Carposcalis sp.1,XY,4
Diptera,Carposcalis sp.2,XY,4
Diptera,Carposcalis sp.3,XY,4
Diptera,Carposcalis sp.4,XY,4
Diptera,Carposcalis sp.5,XY,4
Diptera,Carposcalis sp.6,XY,4
